_id,ID_EQ_SAUDE,CATEGORIA,SIGLA_CATEGORIA,NOME,TIPO_LOGRADOURO,LOGRADOURO,NUMERO_IMOVEL,TELEFONE,NOME_BAIRRO_POPULAR,GEOMETRIA
131,533,CENTRO DE SAUDE,CS,CENTRO DE SAUDE CAMARGOS,RUA,LUIZA EFIGENIA SILVA,413,"32462132, 32462133, 32462134",CAMARGOS,POINT (602748.480776447 7794860.97963686)
132,199,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SERRA VERDE,RUA,JOAO BATISTA FERNANDES,85,,SERRA VERDE,POINT (609254.097354663 7810483.34974871)
133,969,CENTRO DE CONTROLE DE ZOONOSES,CCZ,CENTRO DE CONTROLE DE ZOONOSES NORDESTE,RUA,ILACIR PEREIRA LIMA,578,,SILVEIRA,POINT (612002.009617561 7800443.75331289)
134,279,DISTRITO SANITARIO,DS,DISTRITO SANITARIO NORDESTE,RUA,ILACIR PEREIRA LIMA,678,,SILVEIRA,POINT (612001.985535651 7800443.77068997)
135,347,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SAO BERNARDO,RUA,MARIA AMELIA MAIA,270,,SÃO BERNARDO,POINT (610376.059912949 7805432.31787161)
136,823,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA GUARANI,RUA,MARIA AMELIA MAIA,680,34454668,HELIÓPOLIS,POINT (611120.684527195 7805118.01197036)
137,305,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE MINASCAIXA,RUA,JULITA NUNES LIMA,147,,CONJUNTO MINASCAIXA,POINT (609031.352362696 7809667.13588668)
138,800,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA ANA FLOR,RUA,ICARAI,356,34117604,CAIÇARAS,POINT (607879.45215815 7798350.90683788)
139,173,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE DIAMANTE,RUA,MARIA MARCOLINA SOUZA,40,,TEIXEIRA DIAS,POINT (602947.60967035 7789110.5001303)
140,172,CENTRO DE SAUDE,CS,CENTRO DE SAUDE DIAMANTE - TEIXEIRA DIAS,RUA,MARIA MARCOLINA SOUZA,40,"32775933, 32779142, 32462064",TEIXEIRA DIAS,POINT (602947.60967035 7789110.5001303)
141,438,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE VILA BIQUINHAS,RUA,CORONEL JOAQUIM TIBURCIO,850,,HELIÓPOLIS,POINT (610968.206759101 7805602.18519915)
142,211,CENTRO DE SAUDE,CS,CENTRO DE SAUDE MILIONARIOS,RUA,DOS CRUZEIRENSES,30,"32775934, 32775935, 32779079",MILIONÁRIOS,POINT (604695.596727587 7790296.19878477)
143,383,CENTRO DE CONTROLE DE ZOONOSES,CCZ,CENTRO DE CONTROLE DE ZOONOSES,RUA,EDNA QUENTEL,225,,SÃO BERNARDO,POINT (610496.737844221 7805092.56702691)
144,385,LABORATORIO,LABORATORIO,LABORATORIO ZOONOSES,RUA,EDNA QUENTEL,225,,SÃO BERNARDO,POINT (610496.737844221 7805092.56702691)
145,384,CENTRO DE ESTERILIZACAO DE CAES E GATOS,CECG,CENTRO DE ESTERILIZACAO DE CAES E GATOS NORTE,RUA,EDNA QUENTEL,225,,SÃO BERNARDO,POINT (610496.737844221 7805092.56702691)
146,315,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE RISOLETA NEVES,RUA,DAS GABIROBAS,1,,VILA CLÓRIS,POINT (610051.066451712 7808299.03435978)
147,381,CENTRO DE CONVIVENCIA,CC,CENTRO DE CONVIVENCIA OESTE,RUA,GENERAL ANDRADE NEVES,25,,GUTIERREZ,POINT (608704.412882205 7795847.47883781)
148,801,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA JOSE CESAR,RUA,GENERAL ANDRADE NEVES,25,33347532,GUTIERREZ,POINT (608704.413108843 7795847.49067489)
149,505,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SAO FRANCISCO,RUA,MAJOR DELFINO DE PAULA,2553,,SÃO FRANCISCO,POINT (608952.316121962 7801335.0229268)
150,393,CENTRO DE SAUDE,CS,CENTRO DE SAUDE PARAISO,AVE,MEM DE SA,1001,"32775227, 32775028, 32778253",PARAÍSO,POINT (614259.209400496 7796514.62304254)
151,321,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SANTOS ANJOS,RUA,MIOSOTIS,15,"32776026, 32776088",SANTO ANDRÉ,POINT (609224.981278454 7798694.19939609)
152,454,DISTRITO SANITARIO,DS,DISTRITO SANITARIO BARREIRO,AVE,OLINTO MEIRELES,327,,BAIRRO DAS INDÚSTRIAS I,POINT (603246.109233865 7791171.98052194)
153,163,CENTRO DE CONVIVENCIA,CC,CENTRO DE CONVIVENCIA CESAR CAMPOS,RUA,ORENOCO,68,,CARMO,POINT (611975.052809603 7794760.39011157)
154,382,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL OESTE,RUA,OSCAR TROMPOWSKY,1325,,SÃO JORGE II,POINT (608545.383529113 7794563.92010247)
155,440,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SAO JORGE,RUA,OSCAR TROMPOWSKY,1698,"32777036, 32777037, 32776598",NOVA GRANADA,POINT (608318.431624277 7794279.06753298)
156,340,CENTRO DE SAUDE,CS,CENTRO DE SAUDE ERMELINDA,AVE,PAES DE ABREU,114,"32776078, 32776081, 32776100, 32776109",ERMELINDA,POINT (609044.669401234 7800313.27983696)
157,368,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SAO MARCOS,RUA,PAULISTA,571,"32771147, 32771148, 32771113",FERNÃO DIAS,POINT (613623.47954281 7802423.56029549)
158,796,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA ITAQUERA,RUA,DA PAZ,51,33713856,CALAFATE,POINT (606596.852316937 7796194.46960146)
159,296,UNIDADE DE PRONTO ATENDIMENTO,UPA,UNIDADE DE PRONTO ATENDIMENTO NORDESTE,RUA,JOAQUIM GOUVEIA,560,,SAO PAULO,POINT (612500.585204118 7802941.1849345)
160,265,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SAO PAULO,RUA,AIURUOCA,501,,SAO PAULO,POINT (612596.921403027 7802962.67056116)
161,264,CENTRO DE CONVIVENCIA,CC,CENTRO DE CONVIVENCIA SAO PAULO,RUA,AIURUOCA,501,,SAO PAULO,POINT (612596.921403027 7802962.67056116)
162,192,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SAO PAULO,RUA,AIURUOCA,455,"32776674, 32776675",SAO PAULO,POINT (612624.147320557 7802916.58161134)
163,405,CENTRO DE SAUDE,CS,CENTRO DE SAUDE JOAO PINHEIRO,RUA,BARAO DE AIURUOCA,621,"32779660, 32779661",JOÃO PINHEIRO,POINT (604266.264625215 7796213.25864708)
164,330,UNIDADE DE PRONTO ATENDIMENTO,UPA,UNIDADE DE PRONTO ATENDIMENTO OESTE,AVE,BARAO HOMEM DE MELO,1710,,JARDIM AMÉRICA,POINT (607977.855049598 7793598.29665233)
165,1261,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL PARA A INFANCIA E ADOLESCENCIA NOROESTE,RUA,BENFICA,415,,PADRE EUSTÁQUIO,POINT (607937.038938955 7797279.7143564)
166,289,CENTRO DE SAUDE,CS,CENTRO DE SAUDE BOM JESUS,RUA,BERNARDO CISNEIROS,659,"32776004, 32776108, 32776054",APARECIDA,POINT (609322.224520236 7799823.70948759)
167,967,CENTRO DE CONTROLE DE ZOONOSES,CCZ,CENTRO DE APOIO ZOONOSES LESTE,RUA,MARCELINO RAMOS,325,,BOA VISTA,POINT (615424.362331062 7800210.47898014)
168,524,CENTRO DE SAUDE,CS,CENTRO DE SAUDE MANTIQUEIRA,RUA,CESAR SALLES BARBOSA,600,"32775565, 32775564, 32775480",MANTIQUEIRA,POINT (606776.112934553 7810377.29059514)
169,262,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SANTA CRUZ - PADRE FERNANDO DE MELLO,RUA,CONCEICAO VIDIGAL PAULUCCI,150,"32776072, 32776073, 32467541",PALMARES,POINT (611139.897207618 7802316.90200548)
170,310,CENTRO DE SAUDE,CS,CENTRO DE SAUDE CARLOS PRATES,RUA,RIACHUELO,35,"32778947, 32778385",CARLOS PRATES,POINT (608497.207483349 7797633.31684155)
171,292,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE PARAISO,RUA,RIO PARDO,120,,SANTA EFIGÊNIA,POINT (614032.59719933 7796442.00408677)
172,209,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE ERMELINDA,RUA,SANTA JUDITE,605,,APARECIDA SÉTIMA SEÇÃO,POINT (608851.551727822 7800489.34399961)
173,527,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SAGRADA FAMILIA,RUA,JOAO DE PAULA,375,,SAGRADA FAMÍLIA,POINT (613232.562162892 7799192.94618114)
174,684,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE DOM BOSCO,RUA,TABAPUAM,514,,DOM BOSCO,POINT (604699.274349982 7797885.81399651)
175,1001,ANEXO DO CENTRO DE SAUDE,ANEXO CS,ANEXO DO CENTRO DE SAUDE VILA MARIA / JOAO VITAL,AVE,DOS SOCIAIS,305,"32777952, 32468035",VILA MARIA,POINT (616689.734969342 7804430.49984755)
176,506,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SAO JOSE,RUA,JOAQUIM JOSE RIBEIRO,50,,VILA JARDIM SÃO JOSÉ,POINT (605146.413526937 7799258.49453545)
177,226,CENTRO DE SAUDE,CS,CENTRO DE SAUDE ETELVINA CARNEIRO,TRV,DOIS MIL QUATROCENTOS E DEZESSETE,235,"32775502, 32775503, 32775400",ETELVINA CARNEIRO,POINT (611876.273862652 7808966.58399305)
178,326,CENTRO DE SAUDE,CS,CENTRO DE SAUDE JARDIM LEBLON,RUA,HUMBERTO DE CAMPOS,581,"32775521, 32775522",JARDIM LEBLON,POINT (606050.224028529 7807016.10549623)
179,433,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SAO CRISTOVAO,RUA,ITAPECERICA,555,"32776010, 32776011, 32776196",LAGOINHA,POINT (610486.710897557 7798294.00085535)
180,882,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,CENTRO INTEGRADO DE APOIO A MULHER,RUA,ITAPECERICA,632,,LAGOINHA,POINT (610460.303373242 7798356.27605536)
181,273,CENTRO DE ESPECIALIDADES MEDICAS,CEM,CENTRO DE ESPECIALIDADES MEDICAS LESTE,RUA,JOAQUIM FELICIO,101,,SAGRADA FAMÍLIA,POINT (612214.182294186 7798323.34488245)
182,277,CENTRO DE ESPECIALIDADES MEDICAS,CEM,CENTRO DE ESPECIALIDADES MEDICAS NORDESTE,RUA,JOAQUIM FELICIO,101,,SAGRADA FAMÍLIA,POINT (612214.182294186 7798323.34488245)
183,274,CENTRAL DE ESTERILIZACAO,CEST,CENTRAL DE ESTERILIZACAO LESTE,RUA,JOAQUIM FELICIO,101,,SAGRADA FAMÍLIA,POINT (612214.182294186 7798323.34488245)
184,281,CENTRO DE TESTAGEM E ACONSELHAMENTO,CTA,CENTRO DE TESTAGEM E ACONSELHAMENTO SAGRADA FAMILIA,RUA,JOAQUIM FELICIO,141,,SAGRADA FAMÍLIA,POINT (612225.594542691 7798360.68728152)
185,512,FARMACIA DISTRITAL,FARMACIA,FARMACIA DISTRITAL LESTE,RUA,JOAQUIM FELICIO,141,,SAGRADA FAMÍLIA,POINT (612225.594542691 7798360.68728152)
186,275,UNIDADE DE REFERENCIA SECUNDARIA,URS,UNIDADE DE REFERENCIA SECUNDARIA SAGRADA FAMILIA,RUA,JOAQUIM FELICIO,101,,SAGRADA FAMÍLIA,POINT (612214.182294186 7798323.34488245)
187,400,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA SANTA AMELIA,RUA,FARIA LOBATO,327,34419064,SANTA AMÉLIA,POINT (606569.522406642 7805126.71485992)
188,532,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE VILA LEONINA,PCA,DO ENSINO,240,,ALPES,POINT (608285.526361548 7793061.48790608)
189,217,CENTRO DE SAUDE,CS,CENTRO DE SAUDE VILA LEONINA,PCA,DO ENSINO,240,"32779632, 32779633, 32779637",ALPES,POINT (608285.523991969 7793061.47592063)
190,302,CENTRO DE SAUDE,CS,CENTRO DE SAUDE ITAIPU - JATOBA,RUA,WANDERLEY DE SALES BARBOSA,350,"32775823, 32775822",MARILÂNDIA,POINT (599542.615616486 7788651.36095929)
191,294,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE JAQUELINE,RUA,SENHORA DO BELO RAMO,26,,JAQUELINE,POINT (610996.716367263 7810032.19158065)
192,343,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SANTA MONICA,RUA,DOS ZAPOTECAS,98,"32779482, 32775526, 32775527",SANTA MÔNICA,POINT (607145.14111589 7807056.11894598)
193,402,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SERRANO,RUA,TOCANTINS,445,,CONJUNTO CELSO MACHADO,POINT (603587.091387191 7801003.6093224)
194,645,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA CLARICE LISPECTOR,RUA,CLARICE LISPECTOR,119,34573571,SÃO JOÃO BATISTA,POINT (607702.930354926 7808138.53702855)
195,562,CENTRO DE ESPECIALIDADES MEDICAS,CEM,CENTRO DE ESPECIALIDADES MEDICAS BARREIRO,PCA,MODESTINO SALES BARBOSA,100,,FLÁVIO MARQUES LISBOA,POINT (604063.635220744 7788672.58926578)
196,563,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,CEO,CENTRO DE ESPECIALIDADES ODONTOLOGICAS BARREIRO,PCA,MODESTINO SALES BARBOSA,100,,FLÁVIO MARQUES LISBOA,POINT (604063.635220744 7788672.58926578)
197,561,CENTRO DE SAUDE,CS,CENTRO DE SAUDE BARREIRO DE CIMA,PCA,MODESTINO SALES BARBOSA,100,"32462006, 32772007",FLÁVIO MARQUES LISBOA,POINT (604063.635220744 7788672.58926578)
198,601,FARMACIA DISTRITAL,FARMACIA,FARMACIA DISTRITAL BARREIRO,PCA,MODESTINO SALES BARBOSA,100,,FLÁVIO MARQUES LISBOA,POINT (604063.632540511 7788672.5916744)
199,963,ANEXO DO CENTRO DE SAUDE,ANEXO CS,ANEXO DO CENTRO DE SAUDE TREVO,AVE,DANDARA,7,,TREVO,POINT (603462.251256038 7807035.22090421)
200,968,CENTRO DE SAUDE,CS,CENTRO DE SAUDE CIDADE OZANAN,RUA,DOUTOR FURTADO DE MENEZES,610,"32776263, 32776264, 32779947",IPIRANGA,POINT (611777.507117804 7800952.60970322)
201,246,CENTRO DE SAUDE,CS,CENTRO DE SAUDE CIDADE OZANAN,RUA,DOUTOR FURTADO DE MENEZES,610,"32776263, 32776264, 32779947",IPIRANGA,POINT (611777.507117804 7800952.60970322)
202,429,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL PARA A INFANCIA E ADOLESCENCIA NORDESTE,PCA,MUQUI,191,,RENASCENÇA,POINT (611172.408411632 7800325.79062937)
203,320,CENTRAL DE ESTERILIZACAO,CEST,CENTRAL DE ESTERILIZACAO NORDESTE,RUA,JOAO LOURIVAL DIAS,325,,SILVEIRA,POINT (611953.795023008 7799674.59983843)
204,530,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL NORDESTE,RUA,JOAO LOURIVAL DIAS,253,,SILVEIRA,POINT (611958.132955077 7799715.19145411)
205,188,CENTRO DE SAUDE,CS,CENTRO DE SAUDE BARREIRO - CARLOS RENATO DIAS,RUA,JOSE GONCALVES,375,"32775901, 32779082, 32775900",BARREIRO,POINT (602254.692328408 7790914.62881563)
206,165,CENTRO DE SAUDE,CS,CENTRO DE SAUDE NOVO HORIZONTE,RUA,PEDRO ALEXANDRINO MENDONCA,12,"32775602, 32775603, 32468527",CONJUNTO TAQUARIL,POINT (617512.829905267 7797054.57313727)
