_id,ID_EQ_SAUDE,CATEGORIA,SIGLA_CATEGORIA,NOME,TIPO_LOGRADOURO,LOGRADOURO,NUMERO_IMOVEL,TELEFONE,NOME_BAIRRO_POPULAR,GEOMETRIA
329,331,ANEXO DO CENTRO DE SAUDE,ANEXO CS,ANEXO DO CENTRO DE SAUDE PADRE EUSTAQUIO,RUA,AQUIDABAN,1026,32464003,PADRE EUSTÁQUIO,POINT (606799.680570746 7797069.89001956)
330,278,CENTRO DE SAUDE,CS,CENTRO DE SAUDE HELIOPOLIS,RUA,DOS BENEDITINOS,120,"32777402, 32777403, 32777417",HELIÓPOLIS,POINT (610782.167744526 7805422.75981713)
331,263,FARMACIA DISTRITAL,FARMACIA,FARMACIA DISTRITAL NORDESTE,RUA,QUELUZITA,140,,SAO PAULO,POINT (612700.126390236 7802401.90470343)
332,143,LABORATORIO,LABORATORIO,LABORATORIO BROMATOLOGIA,RUA,RIO GRANDE DO NORTE,1179,,SAVASSI,POINT (611772.576102915 7795275.21532039)
333,144,CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR,CERSAT,CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR,RUA,RIO GRANDE DO NORTE,1179,,SAVASSI,POINT (611772.576102915 7795275.21532039)
334,965,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL PARA USUARIOS DE ALCOOL E DROGAS CENTRO SUL,ALA,EZEQUIEL DIAS,365,,SANTA EFIGÊNIA,POINT (611792.62504796 7796412.99616191)
335,386,CENTRO DE SAUDE,CS,CENTRO DE SAUDE URUCUIA,RUA,NELSON DE PAULA PIRES,325,"32775938, 32771356, 32775939",PONGELUPE,POINT (603750.630204543 7787148.78827505)
336,432,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE MERCADO DA LAGOINHA,AVE,PRESIDENTE ANTONIO CARLOS,821,,LAGOINHA,POINT (610402.792940157 7798716.28490065)
337,245,DISTRITO SANITARIO,DS,DISTRITO SANITARIO PAMPULHA,AVE,PRESIDENTE ANTONIO CARLOS,7596,,SÃO LUÍZ,POINT (608858.288582612 7804115.38592929)
338,244,FARMACIA DISTRITAL,FARMACIA,FARMACIA DISTRITAL PAMPULHA,AVE,PRESIDENTE ANTONIO CARLOS,7596,,SÃO LUÍZ,POINT (608858.288582612 7804115.38592929)
339,354,CENTRO DE SAUDE,CS,CENTRO DE SAUDE WALDOMIRO LOBO,AVE,AMAZONAS,8889,"32779065, 32779102, 32779108",MADRE GERTRUDES,POINT (604109.36667321 7794223.32942872)
340,178,CENTRO DE SAUDE,CS,CENTRO DE SAUDE NORALDINO DE LIMA,AVE,AMAZONAS,4373,"32777042, 32777043, 32776819",NOVA SUISSA,POINT (607488.884728691 7795886.56088278)
341,353,LABORATORIO,LABORATORIO,LABORATORIO DISTRITAL OESTE - BARREIRO,AVE,AMAZONAS,8889,,MADRE GERTRUDES,POINT (604109.36667321 7794223.32942872)
342,793,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA SERPENTINA,RUA,AMARO RIBEIRO COELHO,56,34133506,ALTO CAIÇARAS,POINT (607139.273982926 7799469.17774356)
343,224,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE CAMPO ALEGRE,RUA,OSORIO DUQUE ESTRADA,491,,CAMPO ALEGRE,POINT (610452.828723345 7807258.34618884)
344,508,CENTRO DE SAUDE,CS,CENTRO DE SAUDE CAMPO ALEGRE,RUA,OSORIO DUQUE ESTRADA,491,"32777344, 32777345, 32777358",CAMPO ALEGRE,POINT (610452.828723345 7807258.34618884)
345,435,CENTRO DE SAUDE,CS,CENTRO DE SAUDE SAO FRANCISCO,RUA,VIANA DO CASTELO,485,"32777844, 32777845",SÃO FRANCISCO,POINT (609569.492653139 7801808.95539654)
346,861,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL ALCOOL E DROGAS BARREIRO,RUA,BARAO DO MONTE ALTO,211,,CARDOSO,POINT (603936.685245699 7788387.49296461)
347,230,CENTRO DE TREINAMENTO E REFERENCIA DE DOENCAS IMUNO-PARASITARIAS,CTR,CENTRO DE TREINAMENTO E REFERENCIA DE DOENCAS IMUNO-PARASITA,ALA,VEREADOR ALVARO CELSO,241,,SANTA EFIGÊNIA,POINT (611953.889234728 7796661.73168114)
348,741,LABORATORIO,LABORATORIO,LABORATORIO DE INFECCOES SEXUALMENTE TRANSMISSIVEIS,ALA,VEREADOR ALVARO CELSO,241,,SANTA EFIGÊNIA,POINT (611953.885709123 7796661.73311689)
349,298,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE SANTA CRUZ,AVE,BERNARDO DE VASCONCELOS,1377,,SANTA CRUZ,POINT (611060.660172473 7801122.64542269)
350,351,DISTRITO SANITARIO,DS,DISTRITO SANITARIO VENDA NOVA,RUA,ERICO VERISSIMO,1428,,RIO BRANCO,POINT (607278.269373684 7808598.0534953)
351,309,ANEXO DO CENTRO DE SAUDE,ANEXO CS,ANEXO DO CENTRO DE SAUDE GLORIA,RUA,BARBOSA,148,32778428,SÃO SALVADOR,POINT (602939.771000763 7799762.56583553)
352,151,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,CEO,CENTRO DE ESPECIALIDADES ODONTOLOGICAS PARACATU,RUA,PARACATU,214,,BARRO PRETO,POINT (609732.39755305 7797059.54212584)
353,236,CENTRO DE SAUDE,CS,CENTRO DE SAUDE CONJUNTO PAULO VI,RUA,DAS ALMAS,1122,"32777496, 32777497, 32771336",CONJUNTO PAULO VI,POINT (616963.483512425 7806612.72760263)
354,404,CENTRO DE SAUDE,CS,CENTRO DE SAUDE ANDRADAS,RUA,MARIANA AMELIA DE AZEVEDO,21,"32778891, 32779481",SÃO JOÃO BATISTA,POINT (608597.769377925 7808113.98202665)
355,225,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE JATOBA IV,AVE,HAYDEE ABRAS HOMSSI,560,,CDI JATOBÁ,POINT (600199.871713137 7787958.25466652)
356,456,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE VILA FATIMA,BEC,DONA BENTA,145,,NOSSA SENHORA DE FÁTIMA,POINT (614665.993391305 7795403.51920451)
357,229,CENTRO DE SAUDE,CS,CENTRO DE SAUDE PILAR - OLHOS DAGUA,RUA,SAO PEDRO DA ALDEIA,455,"32778240, 32778241",SERRA DO CURRAL,POINT (608070.793960658 7788224.04056657)
358,223,CENTRO DE CONVIVENCIA,CC,CENTRO DE CONVIVENCIA PAMPULHA,AVE,DOM ORIONE,220,,SÃO LUÍZ,POINT (607006.890392059 7803296.33264521)
359,373,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA PAMPULHA,AVE,DOM ORIONE,200,34432634,SÃO LUÍZ,POINT (607026.985514608 7803303.66115352)
360,425,CENTRO DE REFERENCIA EM SAUDE MENTAL,CERSAM,CENTRO DE REFERENCIA EM SAUDE MENTAL LESTE,RUA,PIRITE,150,,SANTA TEREZA,POINT (613944.732295044 7797863.45961866)
361,182,CENTRO DE SAUDE,CS,CENTRO DE SAUDE HAVAI,RUA,PAULO DINIZ CARNEIRO,742,"32779640, 32779641, 32776484",HAVAÍ,POINT (607489.605642624 7791900.08901343)
362,642,CENTRO DE ESTERILIZACAO DE CAES E GATOS,CECG,CENTRO DE ESTERILIZACAO DE CAES E GATOS BARREIRO,RUA,ANTONIO PRACA PIEDADE,105,,BONSUCESSO,POINT (605415.632097356 7789989.23126712)
363,344,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE HAVAI,AVE,COSTA DO MARFIM,480,,HAVAÍ,POINT (607687.040612968 7792229.5752516)
364,329,CENTRO DE SAUDE,CS,CENTRO DE SAUDE LINDEIA - MARIA MADALENA TEODORO,RUA,FLOR DE MAIO,172,"32779112, 32775824, 32775825",LINDÉIA,POINT (599738.261103605 7790540.14912939)
365,529,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE JARDIM VITORIA,RUA,HENRIQUETA LISBOA,150,,VITÓRIA,POINT (617046.906868699 7803669.57622453)
366,395,SERVICO DE URGENCIA PSIQUIATRICA NOTURNA,SUP,SERVICO DE URGENCIA PSIQUIATRICO,RUA,MANOEL ALEXANDRINO,541,,SAO PAULO,POINT (612529.619884038 7802974.92722809)
367,803,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA CORCOVADO,RUA,CORCOVADO,1440,25516464,JARDIM AMÉRICA,POINT (607578.916912176 7793688.11236426)
368,247,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE FAZENDINHA,RUA,ENEIDA,1485,,COQUEIROS,POINT (602400.390705337 7799466.74214726)
369,942,CENTRO DE SAUDE,CS,CENTRO DE SAUDE COQUEIROS,RUA,ENEIDA,1583,"32778428, 32777120, 32777121",COQUEIROS,POINT (602345.547193565 7799533.52932476)
370,248,CENTRO DE SAUDE,CS,CENTRO DE SAUDE GLORIA,RUA,ENEIDA,955,"32777126, 32777176",NOVO GLÓRIA,POINT (602912.078327279 7799107.73522208)
371,455,CENTRO DE ESPECIALIDADES MEDICAS,CEM,CENTRO DE ESPECIALIDADES MEDICAS NORTE,RUA,PROFESSOR HERMINIO GUERRA,75,,ITAPOÃ,POINT (608447.241490302 7805812.81042346)
372,148,FARMACIA DISTRITAL,FARMACIA,FARMACIA DISTRITAL CENTRO SUL,RUA,PERNAMBUCO,237,,FUNCIONÁRIOS,POINT (611664.316413153 7795968.88412612)
373,287,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE GOIANIA,RUA,TIZIU,175,,GOIÂNIA,POINT (615292.751770397 7802753.90305518)
374,442,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE CALIFORNIA,RUA,DOS VIOLOES,570,,CONJUNTO CALIFÓRNIA I,POINT (603906.547597255 7797006.26484274)
375,290,ANEXO DO CENTRO DE SAUDE,ANEXO CS,ANEXO DO CENTRO DE SAUDE CALIFORNIA,RUA,DOS VIOLOES,570,,CONJUNTO CALIFÓRNIA I,POINT (603906.56013275 7797006.24297473)
376,232,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE JARDIM BELMONTE,RUA,PAPA HONORIO III,8,,BELMONTE,POINT (614607.456142648 7804665.67391977)
377,231,CENTRO DE SAUDE,CS,CENTRO DE SAUDE OLAVO ALBINO CORREA,RUA,PAPA HONORIO III,8,"32776795, 32777961",BELMONTE,POINT (614607.456142648 7804665.67391977)
378,782,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA HELIOPOLIS,RUA,MONSENHOR NEGROMONTE,170,34947213,PLANALTO,POINT (609201.40798977 7807172.34982038)
379,783,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,SERVICO DE RESIDENCIA TERAPEUTICA PLANALTO,RUA,MONSENHOR NEGROMONTE,181,34951332,PLANALTO,POINT (609213.055856672 7807196.369435)
380,622,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE JARDIM ALVORADA,RUA,FLOR DAS COBRAS,10,,JARDIM ALVORADA,POINT (606119.55508737 7798913.99465741)
381,270,CENTRO DE DIAGNOSTICO POR IMAGEM,CDI,CENTRO DE DIAGNOSTICO POR IMAGEM,RUA,PROFESSOR OCTAVIO COELHO DE MAGALHAES,111,,MANGABEIRAS,POINT (613322.217621457 7793819.58161041)
382,271,CENTRO DE REABILITACAO,CREAB,CENTRO GERAL DE REABILITACAO ,RUA,PROFESSOR OCTAVIO COELHO DE MAGALHAES,111,,MANGABEIRAS,POINT (613322.217621457 7793819.58161041)
383,406,CENTRO DE SAUDE,CS,CENTRO DE SAUDE GOIANIA,RUA,POMBA,677,"32776653, 32776669, 32779491",GOIÂNIA,POINT (615404.499452296 7803251.15184163)
384,361,ACADEMIA DA CIDADE,ACADEMIA,ACADEMIA DA CIDADE URUCUIA,RUA,ULISSES SURETTE,386,,NOVO SANTA CECÍLIA,POINT (603240.782418449 7787480.68187508)
385,451,CENTRO DE SAUDE,CS,CENTRO DE SAUDE JARDIM VITÓRIA - MARCELO PONTEL GOMES,RUA,BRANCA,15,"32777474, 32779988, 32778028",VITÓRIA,POINT (617025.376819711 7803656.14940555)
386,370,CENTRAL DE ESTERILIZACAO,CEST,CENTRAL DE ESTERILIZACAO CENTRO SUL,RUA,CORONEL JORGE DAVIS,500,,NOSSA SENHORA DO ROSÁRIO,POINT (613463.221558918 7795451.5194342)
387,369,CENTRO DE SAUDE,CS,CENTRO DE SAUDE NOSSA SENHORA DA CONCEICAO - PADRE TARCISIO,RUA,CORONEL JORGE DAVIS,500,"32778250, 32778264",NOSSA SENHORA DO ROSÁRIO,POINT (613463.221558918 7795451.5194342)
388,391,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,CEO,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CENTRO SUL,RUA,DOS CARIJOS,528,,CENTRO,POINT (610899.671025744 7797183.82682805)
389,389,UNIDADE DE DISPENSACAO DE MEDICAMENTOS,UDM,UDM,RUA,DOS CARIJOS,528,,CENTRO,POINT (610899.671025744 7797183.82682805)
390,883,SERVICO DE RESIDENCIA TERAPEUTICA,SRT,CASA DE APOIO BH DE MAOS DADAS,RUA,ALEM PARAIBA,181,,BONFIM,POINT (610563.517120648 7798037.01924135)
391,142,CENTRAL DE ATENDIMENTO AO VIAJANTE,CAV,CENTRAL DE ATENDIMENTO AO VIAJANTE,RUA,PARAIBA,890,,SAVASSI,POINT (611631.431986101 7795429.86384213)
392,139,CENTRO DE ESPECIALIDADES MEDICAS,CEM,CENTRO DE ESPECIALIDADES MEDICAS CENTRO SUL,RUA,PARAIBA,890,,SAVASSI,POINT (611631.262658538 7795429.86384213)
393,141,UNIDADE DE REFERENCIA SECUNDARIA,URS,UNIDADE DE REFERENCIA SECUNDARIA CENTRO SUL,RUA,PARAIBA,890,,SAVASSI,POINT (611631.431986101 7795430.03316969)
394,328,ANEXO DO CENTRO DE SAUDE,ANEXO CS,ANEXO DO CENTRO DE SAUDE SANTA ROSA,RUA,DOS OTIS,60,,SUZANA,POINT (611698.182095677 7803159.58048072)
