FID,ID,CODIGO,NOME,AREA_KM2,PERIMETR_M,GEOMETRIA
BAIRRO_POPULAR.179,179,804,Teixeira Dias,0.73318,4171.623,"MULTIPOLYGON (((602866.025286886 7788818.04965774, 602898.175833796 7788833.70647084, 602956.094644131 7788868.17945397, 603006.666407198 7788901.74262228, 603094.014635825 7788961.04055236, 603164.821700795 7789009.77063349, 603191.422794494 7789027.24707622, 603237.005821762 7789058.110794, 603257.876053675 7789073.74761117, 603224.216517259 7789161.99964772, 603184.207680735 7789264.90870088, 603166.091560816 7789307.31007021, 603141.436486371 7789369.93732261, 603117.861617529 7789430.60497389, 603101.790466997 7789473.67620686, 603091.804749554 7789498.47115992, 603110.564045327 7789506.32956037, 603161.391429568 7789523.76601123, 603101.518354135 7789706.57880021, 603065.929290153 7789812.62721437, 603044.1767529 7789878.08389085, 602987.346394013 7790048.84913208, 602961.602868121 7790162.6359711, 602874.246393649 7790145.18952227, 602817.358313851 7790136.141364, 602802.804398669 7790127.76306938, 602747.458291754 7790161.73615425, 602662.237490956 7790214.59539491, 602577.783553676 7790267.68458876, 602576.093155595 7790275.65296682, 602468.435412467 7790249.08837396, 602467.091339847 7790246.18896413, 602393.991930163 7790228.10264555, 602326.392498625 7790210.83616009, 602258.710608644 7790187.97081426, 602269.232305965 7790139.87060492, 602279.283990162 7790118.35498436, 602292.675241299 7790095.45964465, 602305.464545802 7790084.99177535, 602323.984712091 7790073.41413195, 602316.827319242 7790060.18682432, 602296.122004214 7790017.88543465, 602292.6010287 7790003.31839973, 602294.918110947 7789977.12373158, 602301.349869498 7789953.59852007, 602311.690158245 7789923.37467204, 602313.834077762 7789917.75581574, 602308.969029628 7789915.29631637, 602314.460761929 7789909.98739698, 602316.027472345 7789905.78825171, 602320.777078659 7789905.05840027, 602323.498207277 7789888.76171741, 602319.202122399 7789880.98330068, 602336.567870486 7789831.64334369, 602345.844445319 7789797.50029341, 602356.102275623 7789757.82836851, 602368.141208295 7789749.54005557, 602387.255075373 7789667.15682444, 602389.976203991 7789659.75833038, 602463.017892765 7789657.48879234, 602484.399367024 7789663.9174838, 602516.706584976 7789560.13860769, 602534.410412679 7789506.63949728, 602533.552844873 7789500.75069593, 602538.071567547 7789492.94228531, 602539.357919257 7789488.65315835, 602557.037009427 7789489.7229406, 602567.649411036 7789490.48278593, 602576.695102229 7789487.87331708, 602582.228063752 7789480.07490442, 602587.216799551 7789464.52806894, 602592.510631589 7789465.95777793, 602630.416777817 7789477.7153847, 602676.172967816 7789493.0022731, 602683.000526893 7789494.20202889, 602689.59720233 7789492.22243183, 602687.42854528 7789481.9345259, 602696.465990628 7789441.90267427, 602725.103807868 7789346.76203987, 602740.276161373 7789297.44207881, 602788.79470921 7789117.52869965, 602804.354617396 7789059.44052333, 602816.855317349 7789008.34092451, 602830.444468749 7788956.70143558, 602845.179792506 7788902.73242081, 602866.025286886 7788818.04965774)))"
BAIRRO_POPULAR.228,228,1148,Diamante,1.83317,9868.308,"MULTIPOLYGON (((602377.030228446 7787751.30679016, 602389.135127873 7787756.07581944, 602501.715640046 7787799.17704631, 602715.728282903 7787891.50825256, 602765.310544655 7787911.51418041, 602691.633925871 7787949.25649807, 602643.783291421 7787973.40158341, 602620.909319344 7787990.55809125, 602608.878632516 7788014.45322747, 602595.701773331 7788071.97151979, 602593.945408496 7788102.04539834, 602613.925089225 7788197.97587197, 602618.971545935 7788227.1699296, 602616.118483808 7788251.09505971, 602597.227254526 7788312.56254818, 602596.147048923 7788317.14161612, 602592.057110152 7788334.50808123, 602587.761025274 7788347.40545601, 602571.863037472 7788384.03799956, 602526.898448526 7788467.22106789, 602649.184319435 7788500.3843176, 602732.970343326 7788521.98991985, 602740.787403719 7788604.74307568, 602749.841340756 7788685.72659172, 602757.427517508 7788753.00289782, 602761.665881476 7788785.93619435, 602767.223580532 7788865.58998105, 602773.251292712 7788869.86911004, 602802.218943724 7788846.00396773, 602821.951249124 7788831.47692466, 602836.884473144 7788822.43876435, 602851.405404949 7788817.08985311, 602860.896371734 7788816.44998335, 602866.025286886 7788818.04965774, 602845.179792506 7788902.73242081, 602830.444468749 7788956.70143558, 602816.855317349 7789008.34092451, 602804.354617396 7789059.44052333, 602788.79470921 7789117.52869965, 602740.276161373 7789297.44207881, 602725.103807868 7789346.76203987, 602696.465990628 7789441.90267427, 602687.42854528 7789481.9345259, 602689.59720233 7789492.22243183, 602683.000526893 7789494.20202889, 602676.172967816 7789493.0022731, 602630.416777817 7789477.7153847, 602592.510631589 7789465.95777793, 602587.216799551 7789464.52806894, 602582.228063752 7789480.07490442, 602576.695102229 7789487.87331708, 602567.649411036 7789490.48278593, 602557.037009427 7789489.7229406, 602539.357919257 7789488.65315835, 602538.071567547 7789492.94228531, 602533.552844873 7789500.75069593, 602534.410412679 7789506.63949728, 602516.706584976 7789560.13860769, 602484.399367024 7789663.9174838, 602463.017892765 7789657.48879234, 602389.976203991 7789659.75833038, 602387.255075373 7789667.15682444, 602368.141208295 7789749.54005557, 602356.102275623 7789757.82836851, 602345.844445319 7789797.50029341, 602336.567870486 7789831.64334369, 602319.202122399 7789880.98330068, 602323.498207277 7789888.76171741, 602320.777078659 7789905.05840027, 602316.027472345 7789905.78825171, 602314.460761929 7789909.98739698, 602308.969029628 7789915.29631637, 602313.834077762 7789917.75581574, 602311.690158245 7789923.37467204, 602301.349869498 7789953.59852007, 602294.918110947 7789977.12373158, 602292.6010287 7790003.31839973, 602296.122004214 7790017.88543465, 602316.827319242 7790060.18682432, 602144.26653566 7790023.3743174, 602108.966076229 7790015.21597801, 602071.859776897 7790006.62772612, 602018.94619405 7789996.45979578, 601966.890179009 7789984.88215237, 601911.428630275 7789972.81460869, 601867.321609135 7789967.65565878, 601812.288844304 7789971.46488342, 601764.42996401 7789978.61342835, 601710.543371536 7789983.86235995, 601658.272964544 7789990.13108397, 601605.878869887 7789994.83012749, 601624.522723841 7790154.69758693, 601612.681691432 7790208.54662612, 601601.195230327 7790261.90576502, 601590.013865462 7790313.03535774, 601580.349735947 7790362.97519263, 601575.369245992 7790371.50345673, 601386.456953172 7790199.67843121, 601325.39647616 7790144.13973595, 601263.742298359 7790086.28151283, 601256.922985126 7790078.8730208, 601240.282871337 7790053.32822037, 601219.132280718 7790013.76627309, 601210.828715512 7789995.04008476, 601187.88877668 7789975.94397171, 601164.998312915 7789964.91621638, 601137.861239337 7789963.21656234, 601108.184445716 7789968.3055265, 601090.373422036 7789972.54466363, 601086.52261275 7789953.32857501, 601086.332958331 7789947.97966377, 601092.690504283 7789947.49976145, 601101.183723908 7789942.40079933, 601107.590744926 7789935.37222997, 601110.897328489 7789926.66400251, 601114.203912052 7789866.76619453, 601109.24815963 7789852.71905379, 601044.361610865 7789746.09075767, 601038.573028169 7789733.9032384, 601036.239454233 7789716.29682214, 601048.28663275 7789678.72446988, 601056.548968734 7789663.43758148, 601078.664323136 7789639.67241881, 601089.820950468 7789627.06498502, 601095.609533164 7789610.3283917, 601156.249472117 7789621.62609209, 601157.535823827 7789621.87604121, 601240.381821468 7789635.84319824, 601242.797853847 7789572.64606183, 601240.101462762 7789565.00761662, 601230.561020912 7789542.38222195, 601222.941860782 7789518.87700637, 601219.775456573 7789499.20101136, 601218.324187977 7789490.89270249, 601215.231996366 7789470.62682755, 601208.882696258 7789460.4588972, 601198.097131919 7789440.14303244, 601192.374515977 7789427.44561696, 601189.686370737 7789419.09731624, 601189.208111768 7789410.28910912, 601189.142145013 7789399.92121947, 601191.747831811 7789390.60311615, 601198.097131919 7789359.48944924, 601196.184096042 7789346.15216401, 601194.592648093 7789325.12644373, 601235.046760209 7789309.20968355, 601242.929787356 7789310.93933148, 601306.554721944 7789357.17991934, 601320.242823475 7789368.78755664, 601344.947372986 7789381.24502096, 601367.491511291 7789386.0240482, 601439.403519396 7789395.84204978, 601441.456734626 7789402.3107331, 601566.480225841 7789421.80676474, 601592.743239924 7789434.04427383, 601598.045317806 7789443.81228557, 601630.410256668 7789451.83065346, 601700.994683841 7789472.52644089, 601741.020012054 7789486.10367728, 601772.750020905 7789494.35199836, 601808.223643066 7789482.85433868, 601834.428936239 7789474.58602167, 601900.931670486 7789453.96021999, 602020.611854597 7789413.89837446, 602062.368810112 7789429.97510209, 602093.801968568 7789440.45296935, 602143.227559279 7789454.86003684, 602156.396172619 7789434.70413951, 602264.037424059 7789265.28862355, 602286.210499371 7789196.59260642, 602307.088977128 7789125.91699224, 602287.760718098 7789114.5493061, 602301.720932491 7789107.89066145, 602369.386330784 7789076.29709223, 602396.605862805 7789062.53989247, 602422.959581175 7789035.55538508, 602136.152624873 7788971.10850306, 602125.787598593 7788968.61900979, 602106.286176833 7788964.02994388, 602087.93092743 7788959.87079046, 602070.350787391 7788956.00157803, 602033.260979748 7788947.97321218, 602004.210870293 7788941.0946123, 601979.34964974 7788935.36577839, 601943.3400477 7788927.55736777, 601917.481079988 7788921.98850129, 601873.440025603 7788912.17049972, 601867.263888225 7788910.85076835, 601844.018853155 7788906.82158847, 601830.998665012 7788904.34209317, 601804.66143833 7788900.62285021, 601794.131495164 7788898.76322873, 601770.268021772 7788895.6638596, 601756.324299067 7788894.11417503, 601729.987072386 7788892.25455355, 601722.244224592 7788891.63467973, 601712.37394897 7788890.77485474, 601721.229985744 7788881.3467738, 601748.03722555 7788861.99071367, 601811.521980785 7788804.22247223, 601841.520362333 7788771.60911058, 601822.513691231 7788759.10165644, 601809.806845171 7788749.89353073, 601792.886372676 7788737.50605216, 601807.382566948 7788731.08735867, 601819.033944938 7788725.97839858, 601829.365987841 7788718.729874, 601842.08932559 7788711.36137384, 601853.377886431 7788702.68314027, 601863.833616998 7788692.94512241, 601866.208420156 7788685.92655102, 601865.383835726 7788673.38910298, 601863.718175178 7788656.10262159, 601860.386854082 7788645.87470346, 601856.700961682 7788638.86613003, 601853.138756946 7788629.35806537, 601852.784185642 7788623.29929862, 601855.637247768 7788613.31133164, 601859.438581988 7788603.4533382, 601862.76165724 7788593.82529796, 601865.614719366 7788579.20827322, 601868.113210188 7788569.22030624, 601872.508245198 7788558.29253055, 601875.839566293 7788550.21417488, 601877.381539176 7788544.02543458, 601879.880029998 7788537.96666783, 601882.49396264 7788530.71814324, 601885.462466587 7788524.29944975, 601889.857501596 7788515.98114291, 601890.929461355 7788511.11213399, 601895.093612724 7788508.37269159, 601900.915178797 7788507.42288492, 601911.964610154 7788506.59305383, 601928.011023154 7788503.8636094, 601941.913516637 7788500.4143115, 601953.680336447 7788487.45694893, 601961.167563068 7788480.32839993, 601971.384164151 7788473.90970643, 601976.735717099 7788469.99050418, 601980.776180804 7788466.66118185, 601986.127733752 7788460.96234183, 601993.730402193 7788448.24493042, 601999.197396961 7788435.28756786, 602002.165900907 7788424.46976979, 602003.122418846 7788415.32163187, 602003.831561455 7788405.22368727, 602003.353302486 7788397.61523595, 602002.998731181 7788389.4169047, 602004.664391729 7788379.30896214, 602006.569181762 7788362.91229963, 602010.609645466 7788353.40423497, 602018.690572877 7788341.63663023, 602027.002383927 7788335.57786348, 602034.489610548 7788331.53868564, 602038.060061128 7788322.74047649, 602039.725721676 7788314.7820964, 602040.913123254 7788307.77352297, 602042.933355107 7788289.58722474, 602046.017300873 7788285.78799806, 602052.201684095 7788273.54049101, 602056.357589621 7788264.15240192, 602062.591447908 7788253.99446954, 602061.709142569 7788247.98569261, 602061.470013084 7788240.01731455, 602063.135673632 7788222.5508698, 602070.606408564 7788214.07259552, 602077.755555569 7788209.47353165, 602098.790704368 7788198.42578039, 602113.880599429 7788187.60798232, 602123.742629207 7788177.97994208, 602131.625656354 7788168.12194864, 602136.639129686 7788153.07501141, 602142.955446417 7788136.22844048, 602155.126312598 7788115.15273038, 602161.582808681 7788101.93542072, 602166.126268889 7788089.64792181, 602169.465835828 7788082.26942368, 602175.864611002 7788076.74054906, 602183.145691515 7788070.3418515, 602191.432765033 7788067.4324437, 602212.674059939 7788061.75359961, 602227.021829014 7788054.74502619, 602229.404878016 7788048.08638154, 602230.567542061 7788033.38937307, 602220.672528906 7788018.40242362, 602217.184536769 7788015.35304431, 602200.297047651 7787998.87639809, 602186.501750144 7787985.54911082, 602177.117979335 7787974.90127815, 602175.048272417 7787968.83251343, 602176.623228677 7787948.15672193, 602179.237161319 7787942.96777812, 602184.159930364 7787939.45849243, 602207.462686344 7787933.91961985, 602217.951400289 7787929.32055598, 602235.168723179 7787912.53397284, 602247.471522868 7787893.55783537, 602250.712139677 7787884.1397524, 602253.070451145 7787871.85225348, 602253.276597253 7787867.53313263, 602251.165661113 7787863.41397107, 602246.028500116 7787857.70513309, 602238.079506215 7787851.15646605, 602238.78040298 7787845.07770336, 602245.913058296 7787837.06933344, 602301.242673522 7787794.33803128, 602316.530468847 7787784.41005209, 602324.825788209 7787775.93177782, 602332.980928217 7787771.82261423, 602354.774694692 7787761.55470423, 602364.98304993 7787754.80607789, 602377.030228446 7787751.30679016)))"
BAIRRO_POPULAR.212,212,926,Fernão Dias,0.50501,3182.78,"MULTIPOLYGON (((613513.974730559 7801874.84198551, 613539.553339566 7801915.63368248, 613556.853120899 7801945.25765261, 613609.329673998 7802028.67067413, 613612.092031837 7802035.84921296, 613627.552989892 7802066.22303046, 613639.154892817 7802098.81639617, 613643.574665359 7802114.28324794, 613645.578405523 7802142.7274582, 613646.196843845 7802160.17390703, 613660.907430069 7802148.44629415, 613694.649424928 7802098.6664267, 613770.016441794 7802149.77602349, 613782.35222486 7802157.54444225, 613868.752181394 7802219.06192055, 613859.285952142 7802232.23923834, 613854.346691408 7802241.06744139, 613845.498900479 7802255.19456585, 613824.315326483 7802291.23722947, 613805.770422661 7802328.62961836, 613757.029237027 7802390.28706816, 613723.196537881 7802416.51173021, 613657.823484303 7802466.39157731, 613639.245597104 7802482.4783029, 613611.086038833 7802500.38465812, 613547.007582809 7802546.91518696, 613474.460644693 7802584.11761452, 613464.260535299 7802594.02559778, 613458.282298185 7802660.83199953, 613448.840806466 7802673.31945774, 613396.364253366 7802609.47245361, 613338.832997713 7802674.31925424, 613285.52361434 7802640.61611441, 613258.213378031 7802634.26740667, 613173.866636728 7802657.97258155, 613163.18002252 7802608.32268764, 613136.496470378 7802620.46021709, 613131.491242891 7802621.85993218, 613114.323395067 7802630.93808435, 613075.114405439 7802658.1025551, 613041.619785909 7802626.5589757, 612989.159724498 7802572.3999996, 612927.579759296 7802541.32632456, 612863.748678601 7802512.81212854, 612799.406355559 7802482.26834564, 612740.737173393 7802455.60377314, 612859.081530729 7802238.2980051, 612885.468232476 7802222.71117775, 612895.2642955 7802214.8527773, 612907.039361155 7802204.65485306, 612923.118757532 7802184.65892318, 612935.281377868 7802168.96211821, 612966.178556445 7802131.70970084, 612982.439361397 7802114.36323166, 613008.455000151 7802096.47687238, 613018.218079797 7802090.51808527, 613076.054431689 7802064.073468, 613127.557975162 7802040.21832364, 613137.93949313 7802037.23893009, 613188.808106592 7802035.16935134, 613241.350626446 7802035.6092618, 613267.275560913 7802026.81105265, 613339.913203316 7802006.47519196, 613411.866440642 7801985.19952256, 613423.4930811 7801978.70084535, 613435.589734682 7801965.52352755, 613464.235797766 7801933.47005194, 613513.974730559 7801874.84198551)))"
BAIRRO_POPULAR.250,250,1173,Pousada Santo Antônio,0.3935,3008.336,"MULTIPOLYGON (((616352.22732061 7803438.84363751, 616391.411572704 7803473.07666948, 616417.971437181 7803482.73470361, 616496.842937872 7803495.92201937, 616603.709079948 7803513.7683868, 616655.707374078 7803526.98569645, 616705.949303374 7803545.0520191, 616753.239220411 7803567.07753587, 616801.823735003 7803584.67395417, 616850.606149858 7803603.4601303, 616868.359452627 7803620.78660355, 616875.805450026 7803631.21448099, 616890.087252347 7803636.09348788, 617016.693945667 7803691.49221163, 617089.710896908 7803726.53507875, 617061.196767333 7803790.10213986, 617031.495236179 7803856.91853958, 617001.55457554 7803921.3654216, 616942.291692585 7803896.23053774, 616857.483184001 7803884.91284142, 616789.43847687 7803877.35437992, 616757.238454895 7803869.92589197, 616756.603524884 7803873.73511661, 616741.497138134 7803916.37643709, 616739.048122378 7803921.7953341, 616734.916954385 7803931.07344556, 616730.925965746 7803930.82349644, 616725.376512535 7803930.56354935, 616703.508533462 7803930.68352493, 616686.142785375 7803927.42418836, 616666.608380238 7803926.34440814, 616656.482483442 7803921.62536869, 616641.136967207 7803911.4974302, 616615.088345076 7803906.42846198, 616596.279574237 7803911.85735694, 616576.753414944 7803909.68779855, 616529.356301931 7803904.25890359, 616496.438891502 7803898.11015514, 616484.548384027 7803898.98997606, 616477.292041046 7803899.47987634, 616466.407526576 7803900.61964435, 616451.762907106 7803904.05894429, 616437.110041792 7803907.49824423, 616415.390487917 7803923.43500035, 616405.264591121 7803924.8747073, 616400.201642723 7803926.68433895, 616396.944534227 7803931.49336009, 616392.252648822 7803929.70372437, 616375.612535033 7803930.0636511, 616358.3127537 7803929.91368163, 616323.102998556 7803939.51172797, 616276.868549589 7803950.55947924, 616240.166296627 7803953.90879749, 616183.863671774 7803937.6221126, 616107.531891127 7803934.7127048, 616052.91141851 7803936.64231203, 616008.829134904 7803936.98224284, 615957.094707791 7803924.77472765, 615931.623294761 7803812.31761797, 615928.423907174 7803797.75058304, 615923.105337603 7803780.34412608, 615909.953215951 7803760.79810461, 615930.328697206 7803725.51528633, 615946.944073463 7803721.49610442, 615979.655337785 7803711.69809878, 615995.050329085 7803712.7478851, 616020.406300295 7803720.09638933, 616034.58090664 7803720.4463181, 616051.014874322 7803715.89724405, 616061.684996841 7803708.19881105, 616070.087512179 7803698.0608746, 616075.678194611 7803687.38304804, 616094.643636492 7803585.76373235, 616100.16835217 7803557.23953837, 616105.767280447 7803539.57313432, 616161.418483601 7803445.22233915, 616250.201489135 7803493.82244674, 616271.426292353 7803503.96038319, 616283.547683468 7803505.83000263, 616296.914197072 7803503.65044627, 616311.830929404 7803496.50190134, 616327.67944214 7803479.10544234, 616352.22732061 7803438.84363751)))"
BAIRRO_POPULAR.224,224,1144,Santa Margarida,0.25388,3264.026,"MULTIPOLYGON (((603034.537029054 7791526.27913805, 603033.172498807 7791525.6608578, 603031.111026473 7791524.91100671, 603028.810423348 7791524.07117348, 602957.194874315 7791496.97655345, 602951.645391171 7791497.76639764, 602930.18134256 7791499.83599034, 602908.709048009 7791501.52565833, 602887.05534385 7791502.82540364, 602865.451115015 7791504.05516281, 602842.898608954 7791505.29492012, 602828.68269653 7791505.99478332, 602803.846079264 7791507.45449735, 602786.109172303 7791508.43430554, 602765.857269084 7791508.41431222, 602743.082123596 7791506.49469577, 602724.866954557 7791503.61526894, 602712.720759797 7791500.91580562, 602700.038582148 7791497.41650091, 602689.022074066 7791493.92719399, 602676.447092791 7791489.06815877, 602664.012291528 7791483.45927216, 602650.324115002 7791476.78059775, 602641.913307728 7791472.5914292, 602628.340573633 7791465.80277657, 602614.924511424 7791458.99412789, 602601.91249781 7791452.44542763, 602580.341250915 7791441.65756873, 602557.310481586 7791430.16984876, 602531.921387835 7791417.29240455, 602507.488817263 7791404.86487104, 602484.5569986 7791393.35715502, 602471.017248056 7791386.50851428, 602454.706878647 7791378.29014539, 602434.23233509 7791368.2921298, 602421.203829783 7791362.36330668, 602406.798261062 7791356.70443024, 602393.934673752 7791352.39528605, 602381.656544679 7791348.99596147, 602370.475118956 7791346.51645442, 602360.431625981 7791344.58683823, 602350.462346043 7791342.93716654, 602326.672955972 7791339.1579188, 602310.313111996 7791336.62842235, 602282.928514307 7791332.49924446, 602265.587409532 7791329.85976994, 602254.620377029 7791328.17010631, 602240.041645103 7791325.95054819, 602187.663757555 7791317.99213261, 602180.135260812 7791316.88235359, 602171.91410935 7791315.39264996, 602164.64123512 7791313.93294025, 602158.159966187 7791312.19328593, 602150.796387033 7791309.65379026, 602145.873591075 7791307.66418527, 602140.101468486 7791305.1346874, 602135.071475894 7791302.55519934, 602129.66217234 7791299.45581439, 602124.343573523 7791296.04649085, 602117.482993242 7791290.86751826, 602111.265592239 7791285.27862685, 602106.326304109 7791280.32960843, 602100.900508361 7791274.11084175, 602093.644124973 7791265.67251524, 602088.276050543 7791260.17360588, 602080.203324365 7791253.3249644, 602071.487419006 7791247.63609313, 602063.332234296 7791243.45692256, 602055.581098306 7791240.49751017, 602046.535357783 7791237.74805633, 602036.293963446 7791235.58848575, 602024.774456303 7791233.28894307, 602015.415372054 7791230.93941001, 602008.612513385 7791228.67985878, 601999.055527604 7791224.84062101, 601989.020280049 7791219.40170038, 601982.118470394 7791214.74262475, 601974.037498407 7791208.48386637, 601967.201655685 7791202.50505231, 601961.29759833 7791195.906361, 601956.383047704 7791189.73758434, 601950.297580452 7791180.58939838, 601942.08467299 7791164.96249682, 601934.341781161 7791149.05565068, 601929.839524572 7791139.83747838, 601923.086139688 7791125.97022785, 601918.369489931 7791116.31214277, 601914.658838965 7791109.21355024, 601910.775024333 7791102.14495181, 601907.790011864 7791097.06595889, 601904.82973709 7791092.20692238, 601902.215789766 7791088.21771341, 601899.230777394 7791083.86857584, 601895.511880839 7791079.01953744, 601893.0710973 7791075.90015605, 601889.146053569 7791071.3910503, 601885.237501639 7791067.0719069, 601879.968377936 7791061.9929143, 601874.756975557 7791057.66377305, 601867.871657598 7791052.38482029, 601860.903880833 7791047.73574269, 601851.940598853 7791042.36680805, 601840.957074143 7791037.43778648, 601835.069509185 7791035.44818161, 601825.776391962 7791032.43877933, 601816.862585694 7791029.89928386, 601810.249382567 7791028.33959389, 601801.145920954 7791026.56994585, 601793.337063946 7791025.11023623, 601784.217110569 7791023.43057036, 601775.270320874 7791021.85088466, 601763.833272584 7791019.2414034, 601753.649599436 7791016.8118863, 601744.109105586 7791014.10242461, 601735.104594474 7791011.07302625, 601726.751508559 7791007.83366943, 601717.507866519 7791003.67449503, 601709.113550984 7790999.12539782, 601702.154020168 7790994.91623302, 601693.89163872 7790989.3373399, 601687.616516591 7790984.4083177, 601681.06927996 7790978.22954323, 601673.870617947 7790970.88100072, 601667.364610601 7790963.50246406, 601662.334617218 7790954.97415509, 601659.935062784 7790949.29528099, 601658.401326454 7790941.86675358, 601657.749900179 7790933.99831324, 601657.964292358 7790926.99970038, 601659.052748449 7790917.63155705, 601659.227504368 7790909.45391619, 601666.098270781 7790905.37478876, 601706.560628741 7790899.45599352, 601810.639675445 7790886.20868997, 601829.679329924 7790884.92895046, 601849.99709027 7790884.92895046, 601868.360585517 7790885.98873474, 601884.563669558 7790888.26827075, 601899.59584371 7790891.31765005, 601916.69772478 7790896.02669154, 601930.822856059 7790901.0856618, 601952.913472928 7790910.91366134, 601969.825699579 7790918.67208214, 601990.151705768 7790932.12934295, 602003.798578078 7790942.11730993, 602017.758792471 7790953.75494112, 602047.122244009 7790982.31912697, 602077.961701676 7791015.10245402, 602134.759077187 7791074.1704309, 602137.290551386 7791078.32958432, 602157.286723803 7791097.57566683, 602174.792651244 7791113.52242092, 602197.608902411 7791132.29859908, 602224.968613785 7791148.91521682, 602238.49179843 7791155.16394491, 602285.880665599 7791175.47980967, 602292.048557132 7791177.98929887, 602364.447070051 7791194.47594306, 602433.200919791 7791209.13295967, 602460.502910255 7791215.05175492, 602478.47885082 7791220.31068448, 602491.136221814 7791224.57981551, 602511.750832554 7791231.89832585, 602546.201970023 7791241.65633963, 602580.719074246 7791249.49474414, 602649.975920487 7791263.95180145, 602793.907132674 7791294.63555586, 602884.933007857 7791313.41173403, 602898.860238873 7791313.68167908, 602916.63003333 7791315.78125172, 602937.104464717 7791320.06038072, 602954.569162936 7791325.46927975, 602970.681542691 7791332.60782672, 602992.450571632 7791345.76514858, 603016.231586581 7791365.14120464, 603019.068157019 7791368.06061041, 603014.598909411 7791385.81699615, 603011.79532235 7791404.64316413, 603010.690379215 7791423.56931177, 603011.193375717 7791444.4950524, 603013.799062514 7791465.33081134, 603017.501446603 7791482.75726424, 603022.308773828 7791497.07435003, 603030.719535009 7791519.60976302, 603034.537029054 7791526.27913805)))"
