ID_EQUIP_EDUCACAO,NOME,DEPENDENCIA_ADM,CODIGO_INEP,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL,GEOMETRIA
1982185,CENTRO PEDAGÓGICO VINHA DE LUZ,Creches Conveniadas,31315044,RUA,REIS DE ABREU,110,,Aparecida Sétima Seção,NOROESTE,POINT (608423.114149892 7800438.49434991)
1981912,ESCOLA MUNICIPAL CARLOS GOIS,Municipal,31003191,RUA,MENDES DE OLIVEIRA,446,,Santo André,NOROESTE,POINT (609695.200549431 7798967.5837495)
1982980,CRECHE LAR CRISTAO DA CRIANCA - UNIDADE II,Creches Conveniadas,31372820,RUA,PONTA GROSSA,863,,Milionários,BARREIRO,POINT (604734.995371633 7790295.99882548)
1981750,ESCOLA MUNICIPAL SEBASTIAO GUILHERME DE OLIVEIRA,Municipal,31003409,RUA,CALENDULA,10,,Olaria,BARREIRO,POINT (601490.940046246 7789388.11362288)
1982195,CRECHE COMUNITÁRIA DO BAIRRO OLARIA CANTINHO DO AMOR,Creches Conveniadas,31282944,RUA,MARANTA,315,,Olaria,BARREIRO,POINT (601446.008440677 7789364.79836863)
1983401,ESCUDINHO BABY 02,Creches Conveniadas,31378038,RUA,DOUTOR CRISTIANO REZENDE,2079,,Flávio Marques Lisboa,BARREIRO,POINT (605491.218925203 7789428.1163)
1981786,ESCOLA MUNICIPAL HELIO PELLEGRINO,Municipal,31247308,RUA,GUILHERME SOARES,255,,Aarão Reis,NORTE,POINT (612579.291787923 7805300.78464482)
1983155,EMEI SÃO GABRIEL,EMEIS,31357600,RUA,SAO JOAO DA SERRA,140,,São Gabriel,NORDESTE,POINT (613721.654564998 7804416.33467205)
1983074,EMEI MANACÁS,EMEIS,31362077,RUA,FRANCISCA SANTOS ANASTASIA,860,,Paquetá,PAMPULHA,POINT (605625.826914304 7800227.50729572)
1981913,ESCOLA MUNICIPAL HONORINA DE BARROS,Municipal,31002828,PRACA,PROFESSOR CORREA NETO,200,,São Cristóvão,NOROESTE,POINT (610289.899085901 7798954.49641339)
1981755,ESCOLA MUNICIPAL CONEGO SEQUEIRA,Municipal,31003255,RUA,FLOR CHUVA DE PRATA,40,,Mineirão,BARREIRO,POINT (601514.712815351 7785664.53154721)
1981930,ESCOLA MUNICIPAL SAO RAFAEL,Municipal,31003395,RUA,CORONEL OTAVIO DINIZ,31,,Pompéia,LESTE,POINT (614441.838359963 7797691.20355299)
1981951,CRECHE GRAZIA BARRECA CASTAGNA,Creches Conveniadas,31289612,RUA,CORONEL OTAVIO DINIZ,14,,Vila São Rafael,LESTE,POINT (614385.964519014 7797665.89870372)
1981799,CENTRO DE EDUCAÇÃO INFANTIL ZÉLIA ALEIXO,Creches Conveniadas,31355976,AVENIDA,BERNARDO MONTEIRO,390,,Santa Efigênia,CENTRO-SUL,POINT (612284.57706694 7796843.92601388)
1983158,EMEI CAPITÃO EDUARDO,EMEIS,31357626,RUA,DOS MENSAGEIROS,95,,Conjunto Capitão Eduardo,NORDESTE,POINT (618354.260594761 7806949.62902732)
1982520,CENTRO INFANTIL SÃO FRANCISCO DE ASSIS,Creches Conveniadas,31282499,AVENIDA,EXPEDICIONARIO BENVINDO BELEM DE LIMA,730,,São Luíz,PAMPULHA,POINT (606940.255724303 7802663.40147652)
1981789,ESCOLA MUNICIPAL DOM ORIONE,Municipal,31003336,AVENIDA,EXPEDICIONARIO BENVINDO BELEM DE LIMA,900,,São Luíz,PAMPULHA,POINT (606911.47772771 7802825.41849842)
1983047,EMEI CARLOS PRATES,EMEIS,31357693,AVENIDA,NOSSA SENHORA DE FATIMA,2283,,Carlos Prates,NOROESTE,POINT (609656.758423323 7797611.41979274)
1983046,EMEI JATOBÁ IV,EMEIS,31357294,AVENIDA,AGENOR NONATO DE SOUZA,8,,Vale do Jatobá,BARREIRO,POINT (600809.93225753 7787716.77381925)
1982208,CRECHE COMUNITÁRIA TIA FRANCISCA,Creches Conveniadas,31257524,RUA,PAULO DUARTE,320,,Santa Cecília,BARREIRO,POINT (601211.90067527 7788280.54906443)
1983093,EMEI PACAJÁ,EMEIS,31362115,RUA,CACHOEIRINHA,915,,Santa Cruz,NORDESTE,POINT (610358.793114994 7801288.65130293)
1983107,EMEI SILVA LOBO,EMEIS,31357901,AVENIDA,SILVA LOBO,2250,,Nova Granada,OESTE,POINT (608369.507916124 7794492.17470604)
1982122,ESCOLA MUNICIPAL MOYSES KALIL,Municipal,31003671,RUA,AFONSO PEREIRA DA SILVA,10,,Mantiqueira,VENDA NOVA,POINT (606638.243431119 7811462.34047799)
1981784,ESCOLA MUNICIPAL DE ENSINO ESPECIAL FREI LEOPOLDO,Municipal,31231967,RUA,CLOVIS CYRILO LIMONGE,141,,Salgado Filho,OESTE,POINT (606840.794350405 7793656.54479609)
1982045,ESCOLA MUNICIPAL SALGADO FILHO,Municipal,31002712,RUA,CLOVIS CYRILO LIMONGE,151,,Salgado Filho,OESTE,POINT (606879.252968202 7793676.81067102)
1983087,EMEI URCA CONFISCO,EMEIS,31362220,RUA,EXPEDICIONARIO PAULO DE SOUZA,701,,Confisco,PAMPULHA,POINT (603055.036529838 7802861.68111727)
1981856,ESCOLA MUNICIPAL PROFESSORA ALICE NACIF,Municipal,31003131,RUA,EXPEDICIONARIO PAULO DE SOUZA,721,,Confisco,PAMPULHA,POINT (603038.017107211 7802918.13962531)
1983088,EMEI NAVEGANTES,EMEIS,31361747,RUA,RADIALISTA JOSE JUNQUILHO,32,,Céu Azul,VENDA NOVA,POINT (604269.913261652 7807653.2658041)
1981730,ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,Municipal,31003727,RUA,RADIALISTA JOSE JUNQUILHO,100,,Céu Azul,VENDA NOVA,POINT (604287.221288829 7807572.28228806)
1981782,GRUPO DE AMIGOS DA CRIANÇA,Creches Conveniadas,31290289,BECO,APARECIDA,25,,Vila Barragem Santa Lúcia,CENTRO-SUL,POINT (610588.382157726 7793067.29473623)
1981733,ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS,Municipal,31003018,RUA,SAN SALVADOR,100,,Havaí,OESTE,POINT (607817.052839982 7792246.53180014)
1982072,CRECHE SANTA MARIA MADALENA,Creches Conveniadas,31290149,RUA,JORGE FRANCISCO DOS SANTOS,11,,Vila Primeiro de Maio,NORTE,POINT (611855.018054186 7803328.61607401)
1981798,CRECHE SÃO FRANCISCO DE ASSIS,Creches Conveniadas,31290262,RUA,NOSSA SENHORA DE FATIMA,1175,,Nossa Senhora de Fátima,CENTRO-SUL,POINT (614490.183745071 7794994.84238949)
1982169,ESCOLA MUNICIPAL PROFESSOR EDSON PISANI,Municipal,31212784,RUA,NOSSA SENHORA DE FATIMA,1015,,Nossa Senhora de Fátima,CENTRO-SUL,POINT (614294.526351616 7795007.03990672)
1982151,ESCOLA MUNICIPAL MARLENE PEREIRA RANCANTE,Municipal,31217794,RUA,DOS COMERCIANTES,38,,Alípio de Melo,PAMPULHA,POINT (604501.126735711 7799641.0966579)
1983181,EMEI XODÓ MARIZE,EMEIS,31362239,RUA,HUMBERTO LAVALLE,91,,Xodó-Marize,NORTE,POINT (611129.490952117 7808003.92442855)
1981870,ESCOLA MUNICIPAL ANTONIO GOMES HORTA,Municipal,31003492,RUA,ANTONIO JOSE DE OLIVEIRA,161,,Minascaixa,VENDA NOVA,POINT (609393.15527287 7808992.84313702)
1982981,CRECHE SAGRADA FAMILIA,Creches Conveniadas,31372382,AVENIDA,COUNTRY CLUB DE BELO HORIZONTE,469,,Conjunto Taquaril,LESTE,POINT (618121.694802237 7796707.37380868)
1983082,EMEI VENDA NOVA,EMEIS,31358010,RUA,DOUTOR ALVARO CAMARGOS,200,,São João Batista,VENDA NOVA,POINT (609559.754311026 7808131.10854059)
1981803,CRECHE NOSSA SENHORA DO ROSÁRIO DE POMPÉIA,Creches Conveniadas,31289850,RUA,LEOPOLDO GOMES,382,,Vila São Rafael,LESTE,POINT (614624.203452413 7797820.84716441)
1982521,CRECHE EDUCANDÁRIO MEIMEI,Creches Conveniadas,31320773,RUA,JOAO EVANGELISTA,260,,Santa Terezinha,PAMPULHA,POINT (603700.826317566 7802671.94973654)
1982533,INSTITUTO BATISTA ITATIAIA,Creches Conveniadas,31367087,RUA,JOAO EVANGELISTA,371,,Santa Terezinha,PAMPULHA,POINT (603780.679073728 7802772.49926998)
1981749,ESCOLA MUNICIPAL HELENA ANTIPOFF,Municipal,31002801,RUA,ANTONIO EUSTAQUIO PIAZZA,4020,,Tirol,BARREIRO,POINT (599890.091834626 7789279.46573784)
1983086,EMEI SÃO JOÃO BATISTA,EMEIS,31358061,RUA,PROFESSOR AIMORE DUTRA,514,,São João Batista,VENDA NOVA,POINT (608710.465331918 7807701.42600123)
1983071,EMEI ALTO VERA CRUZ,EMEIS,31362204,RUA,FOSFORO,75,,Taquaril,LESTE,POINT (616365.585588369 7797202.60300622)
1981936,ESCOLA MUNICIPAL GEORGE RICARDO SALUM,Municipal,31002763,RUA,FOSFORO,77,,Taquaril,LESTE,POINT (616411.292303302 7797136.60643962)
1983145,EMEI BETINHO,EMEIS,31357855,RUA,TRINTA E NOVE,60,,Novo Aarão Reis,NORTE,POINT (613769.266069963 7805331.56837888)
1983156,EMEI MANGUEIRAS,EMEIS,31357391,RUA,COROA DE FRADE,328,,Mangueiras,BARREIRO,POINT (600724.546539846 7786851.13001853)
1983386,CRECHE SÃO JOÃO PAULO II,Creches Conveniadas,31377970,RUA,MONTE REAL,60,,Granja de Freitas,LESTE,POINT (616482.633299151 7797764.0378017)
1982248,ESCOLA MUNICIPAL EMIDIO BERUTTO,Municipal,31002615,RUA,CONCEICAO DO PARA,1726,,Santa Inês,LESTE,POINT (614003.481031345 7801411.66626359)
1983055,EMEI FRANCISCO AZEVEDO,EMEIS,31002721,RUA,PITT,332,,União,NORDESTE,POINT (612408.470877487 7801157.06808631)
1983186,EMEI JARDIM GUANABARA,EMEIS,31357782,RUA,JOAO ALVARES CABRAL,77,,Jardim Guanabara,NORTE,POINT (611674.219672153 7807075.45341614)
1982202,ESCOLA MUNICIPAL CARMELITA CARVALHO GARCIA,Municipal,31003239,PRACA,OLGA GATTI BARBOSA,10,,Ouro Preto,PAMPULHA,POINT (606034.392007481 7800850.27053406)
1983146,EMEI SANTA MARIA,EMEIS,31357880,RUA,JOAO BATISTA VIEIRA,720,,Santa Maria,OESTE,POINT (602809.038256957 7795545.50030467)
1983175,EMEI JAQUELINE,EMEIS,31361844,RUA,LUIZ GONZAGA DE SOUZA,101,,Jaqueline,NORTE,POINT (610662.215447553 7809814.01598966)
1982982,INSTITUTO PEDAGOGICO SONHO DA VOVO,Creches Conveniadas,31372145,RUA,JOATUBA,94,,Guarani,NORTE,POINT (612862.181968184 7805526.05879092)
1983054,EMEI PROFESSOR JOSÉ BRAZ,EMEIS,31003361,RUA,JOSE ZUQUIM,210,,Santa Margarida,BARREIRO,POINT (602687.42854528 7791383.577452)
1983112,EMEI VILA LEONINA,EMEIS,31361968,RUA,DEZENOVE DE DEZEMBRO,331,,Alpes,OESTE,POINT (608367.339259074 7793284.44053683)
1982037,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,Municipal,31217786,RUA,FORTUNATO BRUNO DINIZ,40,,Lindéia,BARREIRO,POINT (598555.064905576 7790774.61140527)
1982210,CRECHE LAR DAS CRIANÇAS SÃO VICENTE DE PAULO,Creches Conveniadas,31281506,RUA,SOUZA MAGALHAES,853,,Barreiro,BARREIRO,POINT (602143.112117458 7790484.7903975)
1981855,ESCOLA MUNICIPAL MARIA DE MAGALHAES PINTO,Municipal,31003123,RUA,SENADOR VIRGILIO TAVORA,150,,Santa Terezinha,PAMPULHA,POINT (604000.20818642 7802011.50416832)
1981857,CRECHE LAR DA FRATERNIDADE,Creches Conveniadas,31332381,RUA,ESTRELA DA JORDANIA,171,,Vista Alegre,OESTE,POINT (604672.030104589 7793388.11943329)
1982063,INSTITUTO PRESBITERIANO DE EDUCAÇÃO DE MINAS GERAIS,Creches Conveniadas,31257834,RUA,ITAJOBI,106,,Pompéia,LESTE,POINT (614370.981819928 7797888.33342778)
1983057,EMEI RENASCENÇA,EMEIS,31002666,RUA,MACAPA,224,,Renascença,NORDESTE,POINT (611139.237540074 7800219.04901737)
1982156,CRECHE DOM BOSCO,Creches Conveniadas,31291048,RUA,OLINTO MAGALHAES,2140,,Dom Bosco,NOROESTE,POINT (604634.4290546 7797971.95640656)
1983070,EMEI CAFEZAL,EMEIS,31362026,RUA,OLIEM BONFIM GUIMARAES,237,,Nossa Senhora da Conceição,CENTRO-SUL,POINT (613632.071712566 7795276.21511689)
1982059,CRECHE PASSO A PASSO COM JESUS,Creches Conveniadas,31322008,RUA,ASTOLFO DUTRA,2385,,Alto Vera Cruz,LESTE,POINT (616004.343395607 7798446.22986957)
1982593,INSTITUTO PEDAGOGICO ILUMINAR,Creches Conveniadas,31355925,RUA,ATACARAMBU,111,,São Geraldo,LESTE,POINT (615022.139652292 7799385.88860476)
1983179,EMEI MONTE AZUL,EMEIS,31362018,RUA,AMELIA DE ALMEIDA,10,,Monte Azul,NORTE,POINT (615847.152865793 7808304.21330562)
1983422,ABAFE,Creches Conveniadas,31378020,RUA,SONIA BRAZ XAVIER,92,,Jardim Felicidade,NORTE,POINT (611963.310681367 7807553.986)
1983421,CONSELHO COMUNITARIO ASSIS CHATEAUBRIAND,Creches Conveniadas,31257826,PRACA,GERALDA DINIZ DA SILVA,22,,Vale do Jatobá,BARREIRO,POINT (600770.780362734 7787217.39513727)
1981836,CRECHE ESCOLA INFANTIL PINGO D'ÁGUA,Creches Conveniadas,31281336,RUA,EPAMINONDAS OTONI,315,,Vista Alegre,OESTE,POINT (604758.627961386 7793528.52085499)
1982508,CRECHE SONHO DE CRIANÇA,Creches Conveniadas,31339393,RUA,EPAMINONDAS OTONI,255,,Vista Alegre,OESTE,POINT (604725.322996274 7793585.50925516)
1982168,ESCOLA MUNICIPAL THEOMAR DE CASTRO ESPINDOLA,Municipal,31312606,RUA,MICA,144,,Nossa Senhora da Aparecida,CENTRO-SUL,POINT (613167.847170392 7795935.40094152)
1982090,CRECHE DO MENINO DEUS,Creches Conveniadas,31282235,RUA,NELSON,522,,União,NORDESTE,POINT (612902.28975484 7801173.09482412)
1982515,CRECHE COMUNITÁRIA CRIANÇA FELIZ,Creches Conveniadas,31283037,AVENIDA,DESEMBARGADOR FELIPPE IMMESI,59,,Santa Amélia,PAMPULHA,POINT (607650.445555982 7807007.0173461)
1982036,ESCOLA MUNICIPAL EDITH PIMENTA DA VEIGA,Municipal,31217867,ALAMEDA,VARGEM GRANDE,38,,Castanheira,BARREIRO,POINT (601330.25327845 7788642.18545439)
1981860,ESCOLA MUNICIPAL PROFESSORA MARIA MAZARELLO,Municipal,31219193,RUA,BENEDITO NEVES,45,,Nazaré,NORDESTE,POINT (615940.677231798 7804317.45479876)
1983182,EMEI MARIA GORETTI,EMEIS,31361992,RUA,BARREIRO GRANDE,495,,Maria Goretti,NORDESTE,POINT (614293.462637702 7803525.08608311)
1981747,ESCOLA MUNICIPAL MESTRE ATAIDE,Municipal,31003204,RUA,AUGUSTO JOSE DOS SANTOS,560,,Estrela do Oriente,OESTE,POINT (605803.252746021 7791744.87391115)
1982187,COMUNIDADE INFANTIL PRÍNCIPE DA PAZ,Creches Conveniadas,31289892,RUA,IRACI CARNEIRO,10,,Monsenhor Messias,NOROESTE,POINT (607580.207454269 7798025.45551697)
1982243,ESCOLA MUNICIPAL NOSSA SENHORA DO AMPARO,Municipal,31002739,RUA,HESPERIA,300,,Aparecida,NOROESTE,POINT (609819.415947906 7800407.12073592)
1983113,EMEI PALMEIRAS,EMEIS,31357936,RUA,MANUEL ALVES,100,,Palmeiras,OESTE,POINT (606639.315390878 7791275.41946724)
1982086,CRECHE CASA DO SOL,Creches Conveniadas,31282383,RUA,JUNIA CRISTINA,120,,Vista do Sol,NORDESTE,POINT (616231.854485577 7804576.57205619)
1981853,CRECHE COMUNITÁRIA TIA MAMÁLIA,Creches Conveniadas,31315079,RUA,ESTEVAO MESSIAS,160,,Imbaúbas,OESTE,POINT (605403.840540013 7794421.60906947)
1983067,EMEI ITATIAIA,EMEIS,31357952,RUA,MARIA CECILIA,165,,Santa Terezinha,PAMPULHA,POINT (604019.635395581 7801966.81326503)
1981809,ESCOLA MUNICIPAL GERALDO TEIXEIRA DA COSTA,Municipal,31003824,RUA,MARCIO LIMA PAIXAO,9,,Rio Branco,VENDA NOVA,POINT (607225.545445255 7808658.2312463)
1983174,EMEI PETRÓPOLIS,EMEIS,31357405,RUA,FREDERICO BOY PRUSSIANO,455,,Petrópolis,BARREIRO,POINT (601718.195515043 7786808.97859833)
1983097,EMEI BARREIRO,EMEIS,31365556,RUA,SAO PAULO DA CRUZ,65,,Barreiro,BARREIRO,POINT (603459.610634376 7790353.34715239)
1981728,ESCOLA MUNICIPAL OSWALDO CRUZ,Municipal,31002771,RUA,SANTOS,2200,,Jardim América,OESTE,POINT (607822.206492667 7793219.23380947)
1983242,CENTRO COMUNITARIO DE EDUCACAO LAGOINHA,Creches Conveniadas,31373427,RUA,SAO CRISTOVAO,48,,Lagoinha Leblon,VENDA NOVA,POINT (605119.383649334 7809928.59266791)
1982150,ESCOLA MUNICIPAL GOVERNADOR CARLOS LACERDA,Municipal,31002780,RUA,PRINCESA LEOPOLDINA,490,,Ipiranga,NORDESTE,POINT (611787.591785378 7800803.73000725)
1981864,ESCOLA MUNICIPAL ANNE FRANK,Municipal,31219185,RUA,CECILIA MAGALHAES GOMES,445,,Confisco,PAMPULHA,POINT (602563.633684864 7802926.1279993)
1983164,EMEI SAGRADA FAMÍLIA,EMEIS,31368130,RUA,COSTA MONTEIRO,875,,Sagrada Família,LESTE,POINT (612783.318713338 7798817.15436897)
1981862,ESCOLA MUNICIPAL HENRIQUETA LISBOA,Municipal,31212768,RUA,GEORGINA PADUA,297,,Penha,NORDESTE,POINT (613669.961367106 7802112.15368141)
1981801,CECIP - CENTRO EDUCATIVO COMUNITÁRIO ISRAEL PINHEIRO,Creches Conveniadas,31289868,RUA,GENERAL OSORIO,966,,Alto Vera Cruz,LESTE,POINT (616235.697049019 7798013.20800992)
1982182,CRECHE COMUNITÁRIA DA VILA SUMARÉ,Creches Conveniadas,31281697,RUA,SUMARE,175,,Vila Sumaré,NOROESTE,POINT (608192.749997795 7800469.82797205)
1982175,ESCOLA MUNICIPAL TANCREDO PHIDEAS GUIMARAES,Municipal,31003794,RUA,SATURNO,400,,Parque São Pedro,VENDA NOVA,POINT (609953.081083943 7808675.72768495)
1983120,EMEI CORNÉLIO VAZ DE MELO,EMEIS,31003271,RUA,POROROCAS,124,,Aparecida,NOROESTE,POINT (609100.188670878 7799855.74296727)
1982091,CRECHE PAROQUIAL SÃO JOSÉ,Creches Conveniadas,31006114,RUA,PADRE JOSE ALVES,271,,Sao Paulo,NORDESTE,POINT (612537.064819283 7802876.23815423)
1981748,ESCOLA MUNICIPAL TENENTE MANOEL MAGALHAES PENIDO,Municipal,31003425,RUA,AMUR,60,,Betânia,OESTE,POINT (604947.614466805 7792344.23191357)
1981758,ESCOLA MUNICIPAL SEBASTIANA NOVAIS,Municipal,31003778,RUA,ANITA MALFATTI,60,,Tupi B,NORTE,POINT (613155.239274463 7805645.45448827)
1982188,CENTRO INFANTIL ELISA DUQUE DE CATÃO,Creches Conveniadas,31299740,RUA,CRUZ ALTA,540,,João Pinheiro,NOROESTE,POINT (604549.043336915 7795947.98837939)
1982524,EPRE - EDUCANDARIO PRESBITERIANO RENOVADO,Creches Conveniadas,31281859,RUA,FLOR DA CACHOEIRINHA,95,,Jardim Alvorada,PAMPULHA,POINT (605702.166940796 7799161.75422666)
1982048,ESCOLA MUNICIPAL LEVINDO LOPES,Municipal,31003042,RUA,FLUORINA,1460,,Paraíso,LESTE,POINT (614639.16965981 7796617.50210181)
1982517,CRECHE COMUNITÁRIA RECANTO FELIZ,Creches Conveniadas,31308528,RUA,CONGONHAL,457,,Santa Terezinha,PAMPULHA,POINT (603907.26927536 7802641.23598824)
1982129,ESCOLA MUNICIPAL AGENOR ALVES DE CARVALHO,Municipal,31002798,RUA,AGENOR ALVES,53,,Nazaré,NORDESTE,POINT (615595.514435413 7804288.82062716)
1983130,EMEI OURO MINAS,EMEIS,31357588,RUA,DAS URSULINAS,98,,Ouro Minas,NORDESTE,POINT (614638.724384218 7805261.94255101)
1982096,"CRECHE INFANTIL ""OS TRÊS PORQUINHOS""",Creches Conveniadas,31302058,RUA,DOS FERREIROS,228,,São Gabriel,NORDESTE,POINT (614312.098245811 7804384.81108858)
1982083,CRECHE COMUNITÁRIA DOM GIUSSANI,Creches Conveniadas,31332038,RUA,GERALDO FERNANDES,190,,Novo Tupi,NORTE,POINT (614042.516858242 7805913.6998877)
1983137,EMEI JARDIM VITÓRIA,EMEIS,31357561,RUA,BRANCA,51,,Vitória,NORDESTE,POINT (617000.309453051 7803570.68680122)
1981781,ESCOLINHA EVANGÉLICA DE EDUCAÇÃO INFANTIL,Creches Conveniadas,31290203,BECO,SAO JOAO,90,,Estrela,CENTRO-SUL,POINT (610820.18108673 7793843.49674256)
1982146,ESCOLA MUNICIPAL PADRE GUILHERME PETERS,Municipal,31002852,RUA,CORONEL JORGE DAVIS,300,,Nossa Senhora do Rosário,CENTRO-SUL,POINT (613501.267884499 7795614.34629127)
1982528,CCEE - CENTRO CRISTÃO EVANGÉLICO EDUCACIONAL,Creches Conveniadas,31343684,RUA,FLOR D'AGUA,681,,Jardim Alvorada,PAMPULHA,POINT (605643.38231681 7800054.46251848)
1982531,AMBJA,Creches Conveniadas,31356875,RUA,FLOR D'AGUA,711,,Jardim Alvorada,PAMPULHA,POINT (605633.355370147 7800086.52599205)
1982256,ESCOLA MUNICIPAL LUIGI TONIOLO,Municipal,31003069,RUA,MAFRA,124,,Novo Glória,NOROESTE,POINT (602856.690991143 7799015.06408502)
1983143,EMEI PROFESSORA MARTA NAIR MONTEIRO,EMEIS,31357480,RUA,UNIAO,16,,Santa Rita de Cássia,CENTRO-SUL,POINT (610733.673934221 7793298.19773659)
1981778,CRECHE NOSSA SENHORA DO CARMO DA VILA SANTA RITA DE CÁSSIA,Creches Conveniadas,31290271,RUA,UNIAO,83,,Santa Rita de Cássia,CENTRO-SUL,POINT (610686.111904322 7793321.99289315)
1981753,ESCOLA MUNICIPAL ANTONIO MOURAO GUIMARAES,Municipal,31002950,RUA,INTERSINDICAL,270,,Flávio de Oliveira,BARREIRO,POINT (604348.611599613 7788040.54791597)
1983076,EMEI PLANALTO,EMEIS,31362093,RUA,LUIZ DE MELLO MATTOS,215,,Planalto,NORTE,POINT (610430.243355818 7805941.77417326)
1982990,CRECHE METODISTA ISABEL VEIGA PINTO,Creches Conveniadas,31308650,RUA,FLOR DE LA,40,,Jardim Alvorada,PAMPULHA,POINT (606203.93481205 7799209.89442787)
1981833,CENTRO DE EDUCAÇÃO INFANTIL SÃO FRANCISCO,Creches Conveniadas,31281409,RUA,ESPINOSA,1007,,Carlos Prates,NOROESTE,POINT (608724.136941761 7797640.45388294)
1981937,ESCOLA MUNICIPAL PROFESSOR JOAO CAMILO DE OLIVEIRA,Municipal,31002941,RUA,ESTER BATISTA VIEIRA,12,,Califórnia,NOROESTE,POINT (603676.608272869 7796035.20062759)
1983009,INSTITUTO DE EDUCAÇÃO ARCA DE NOÉ - UNIDADE SERRANO,Creches Conveniadas,31370894,RUA,HELIA RICALDONI DE FREITAS,327,,Serrano,PAMPULHA,POINT (603893.317306811 7801740.25937941)
1982526,CRECHE NOSSA SENHORA DAS NEVES,Creches Conveniadas,31303747,RUA,DA PASCOA,40,,Vila Jardim São José,PAMPULHA,POINT (605803.483629661 7798781.94153644)
1982053,CRECHE CLUBINHO DE NOSSA SENHORA DAS VITÓRIAS,Creches Conveniadas,31289582,BECO,PONTA PORA,144,,Vila União,LESTE,POINT (613157.55635671 7796901.83422683)
1983115,EMEI PAULO VI,EMEIS,31361763,RUA,QUATRO MIL SETECENTOS E SESSENTA E NOVE,150,,Conjunto Paulo VI,NORDESTE,POINT (616622.575571697 7806625.81493874)
1982215,ESCOLA MUNICIPAL SANTA TEREZINHA,Municipal,31219231,RUA,CONCEICAO DA APARECIDA,400,,Santa Terezinha,PAMPULHA,POINT (604582.480235535 7802474.00002863)
1983162,EMEI PADRE TARCÍSIO,EMEIS,31357448,RUA,MANGABEIRA DA SERRA,280,,Marçola,CENTRO-SUL,POINT (614107.08181908 7794324.25888482)
1983096,EMEI ITAIPU,EMEIS,31362212,RUA,TINGUI,221,,CDI Jatobá,BARREIRO,POINT (600093.038554439 7788785.89620249)
1982238,ESCOLA MUNICIPAL PROFESSORA HELENA ABDALLA,Municipal,31003719,RUA,ARNALDO LOURENCO,602,,Pousada Santo Antônio,NORDESTE,POINT (616897.351841172 7803868.4062013)
1982041,ESCOLA MUNICIPAL JOAO DO PATROCINIO,Municipal,31002968,RUA,SERINGUEIRA,128,,Nova Gameleira,OESTE,POINT (605339.358037618 7794337.4961904)
1981966,ESCOLA MUNICIPAL PROFESSOR HILTON ROCHA,Municipal,31294659,RUA,VICENTE SURETTE,215,,Mangueiras,BARREIRO,POINT (600685.890021786 7786799.61050518)
1981787,ESCOLA MUNICIPAL PROFESSOR AMILCAR MARTINS,Municipal,31219568,RUA,PRELUDIO,54,,Santa Amélia,PAMPULHA,POINT (607682.480661072 7806814.90644971)
1981760,ESCOLA MUNICIPAL TRISTAO DA CUNHA,Municipal,31003808,RUA,DOUTOR JOSE FEROLLA,80,,Planalto,NORTE,POINT (610681.065447613 7806112.6493921)
1982538,CRECHE COMUNITÁRIA RECANTO VERDE,Creches Conveniadas,31291579,RUA,HEITOR A MONTALVAO,211,,Conjunto Serra Verde,VENDA NOVA,POINT (609492.954726384 7811028.07887068)
1983141,EMEI CASTELO,EMEIS,31357960,RUA,CASTELO DE ALCAZAR,10,,Castelo,PAMPULHA,POINT (604977.89320706 7801782.09086474)
1983118,EMEI MANTIQUEIRA,EMEIS,31361984,RUA,ARAMITA FRANCISCA DOS SANTOS,88,,Mantiqueira,VENDA NOVA,POINT (607007.58304298 7811636.36505579)
1983098,EMEI POMPÉIA,EMEIS,31362158,RUA,BELEM,1800,,Pompéia,LESTE,POINT (614793.944157246 7797370.78877249)
1983068,EMEI DELFIM MOREIRA,EMEIS,31357456,RUA,ESPIRITO SANTO,890,,Centro,CENTRO-SUL,POINT (611111.737649347 7796752.05471401)
1982049,CRECHE IMACULADA CONCEIÇÃO DA SOCIEDADE DE SÃO VICENTE DE PAULO,Creches Conveniadas,31297739,RUA,MOCOCA,62,,Nova Vista,LESTE,POINT (614974.198313556 7800663.54854078)
1982051,CRECHE CAMINHO À LUZ,Creches Conveniadas,31289591,RUA,TENENTE GARRO,176,,Santa Efigênia,LESTE,POINT (613249.019261641 7796287.6492424)
1981751,ESCOLA MUNICIPAL PROFESSORA ISAURA SANTOS,Municipal,31003263,RUA,HOFFMAN,80,,Santa Helena,BARREIRO,POINT (603663.530363815 7789395.68208234)
1981825,CRECHE PADRE EUSTÁQUIO,Creches Conveniadas,31308846,RUA,HENRIQUE GORCEIX,340,,Padre Eustáquio,NOROESTE,POINT (606785.621406221 7797109.68192003)
1983223,INSTITUTO EDUCACIONAL INFANTIL EMANUEL,Creches Conveniadas,31374083,RUA,BANDEIRANTES DO OESTE,96,,Nova Cintra,OESTE,POINT (605927.215299889 7793732.72517003)
1983077,EMEI TIMBIRAS,EMEIS,31357413,RUA,DOS TIMBIRAS,1697,,Lourdes,CENTRO-SUL,POINT (611016.737277213 7796244.66799111)
