ID_ENTIDADE_LOCAL_EXEC,ID_ENTIDADE,NOME_ENTIDADE,DESC_CATEGORIA,SIGLA_CATEGORIA,TIPO_EXECUCAO,NOME_SERVICO,NIVEL_PROTECAO,SIGLA_PROTECAO,PUBLICO_USUARIO,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,BAIRRO,GEOMETRIA
40,134,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL NOROESTE,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,RUA,PECANHA,144,CARLOS PRATES,POINT (610270.826448044 7797707.0003376)
42,136,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL OESTE,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,AVENIDA,SILVA LOBO,1280,NOVA GRANADA,POINT (607677.376483453 7795303.57954694)
41,135,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL NORTE,CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL,CREAS ,DIRETA,PROTECAO E ATENDIMENTO ESPECIALIZADO A FAMILIAS E INDIVIDUOS (PAEFI),PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE,FAMILIAS E INDIVIDUOS,RUA,PASTOR MURYLLO CASSETE,20,SÃO BERNARDO,POINT (611566.397012139 7804775.21162368)
185,279,CENTRO DE CONVIVENCIA CRECHE DAS ROSINHAS,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,POUSO ALTO,215,SÃO LUCAS,POINT (612810.595966269 7795625.58400386)
186,280,CENTRO DE CONVIVENCIA FUNDACAO ESPIRITA CARITA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,SENHORA DAS GRACAS,51,CRUZEIRO,POINT (612057.379319054 7794557.00151073)
187,281,CENTRO DE CONVIVENCIA GRUPO DE DESENVOLVIMENTO COMUNITARIO - GDECOM,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CRISTAL,16,VILA DIAS,POINT (612732.194478703 7797100.52378415)
188,282,CENTRO DE CONVIVENCIA INSTITUTO EDUCACIONAL SAO JOAO BATISTA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CAJUI,100,SUZANA,POINT (611766.094869298 7803126.74716385)
189,283,CENTRO DE CONVIVENCIA JOVENS COM UMA MISSAO (JOCUM) - CENTRO COMUNITARIO LUZEIRO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CELIO DE CASTRO,467,COLÉGIO BATISTA,POINT (611519.049374191 7797875.41605707)
190,284,CENTRO DE CONVIVENCIA LEGIAO DA BOA VONTADE - LBV,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,ITAJUBA,237,FLORESTA,POINT (611932.949528627 7797634.6750592)
191,285,CENTRO DE CONVIVENCIA NUCLEO DE TRABALHO E INTEGRACAO SOCIAL (NUTRIS),SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,CRISTIANO MACHADO,10691,PLANALTO,POINT (610825.656327343 7806939.56107663)
192,286,CENTRO DE CONVIVENCIA OBRA SOCIAL ITAKA ESCOLAPIOS BH,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,MADRE ISABEL TEJERO,100,MARIANO DE ABREU,POINT (616182.97312059 7799857.78255212)
193,287,CENTRO DE CONVIVENCIA PROJETO VIDA PADRE GAILHAC BELO HORIZONTE,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,DOS COQUEIROS,205,MARIA GORETTI,POINT (614441.492034503 7803530.31501878)
194,288,CENTRO DE DESENVOLVIMENTO COMUNITARIO VILA LEONINA (PROJETO RECONSTRUIR),SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,EVELINA FERREIRA,129,LAGOA,POINT (604824.611207442 7809467.39654304)
195,289,CENTRO DE PROMOCAO E ASSISTENCIA SOCIAL ANA BERNARDINA - CASA DA SOPA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,ONZE DE AGOSTO,165,ALPES,POINT (608178.097132482 7793153.54717979)
196,290,CENTRO NACIONAL DE APRENDIZAGEM PROFISSIONAL - CENAP,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,TRINTA E CINCO,83,NOVO AARÃO REIS,POINT (613887.734114963 7805417.46089571)
197,291,CENTRO SOCIAL DE APOIO A CRIANCA E AO ADOLESCENTE DO CONJUNTO PAULO VI,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,LUIZ FERNANDO,555,RIO BRANCO,POINT (606612.763772245 7808437.50617424)
198,292,COMUNIDADE KOLPING PADRE TEODORO DA VILA BELEM,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,BECO,PACO DA LIBERDADE,2,CONJUNTO PAULO VI,POINT (616412.487950724 7806692.88128758)
199,293,COMUNIDADE MISSIONARIA DE VILLAREGIA - CMV ; COMI - CENTRO CULTURAL E ESPORTIVO BETANIA ; CENTRO DE CONVIVENCIA COMUNIDADE MISSIONARIA DE VILLAREGIA - CMV - CENTRO DE ACOLHIDA BETANIA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,BARBOSA,355,SÃO SALVADOR,POINT (602765.615640894 7799907.41245009)
200,294,CENTRO DE CONVIVENCIA COMISSAO FE E ESPERANCA DA VILA PINHO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,DAS CANOAS,461,ESTRELA DO ORIENTE,POINT (605778.647146642 7792477.70474556)
201,295,CONGREGACAO DAS IRMAZINHAS DA IMACULADA CONCEICAO - CIIC - CENTRO DE ASSISTENCIA SOCIAL TECENDO A VIDA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,TEREZINHA VIANA DE ASSIS,184,VILA PINHO,POINT (602101.173753369 7788104.68486108)
202,296,CONGREGACAO DE SAO JOAO BATISTA INSTITUTO EDUCACIONAL SAO JOAO BATISTA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,JOHNSON,200,UNIÃO,POINT (612723.552833881 7801249.78921319)
203,297,CONGREGACAO REDENTORISTA OBRA SOCIAL SAO JOSE - UNIDADE CENTRO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CELIO DE CASTRO,467,COLÉGIO BATISTA,POINT (611519.049374191 7797875.41605707)
204,298,CORPO CIDADAO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,ITAU,475,DOM CABRAL,POINT (605325.562740111 7797291.65487996)
205,299,CRECHE COMUNITARIA EUNICE LANZA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,BECO,BANDEIRANTES,140,VILA BANDEIRANTES,POINT (608803.107392583 7793742.75724779)
206,300,CRECHE COMUNITARIA LAR INFANTIL DORCAS - PROJETO AURORA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,BECO,PRINCIPAL,183,VILA COQUEIRAL,POINT (602071.513451437 7797556.29101405)
207,301,CRECHE ETELVINA CAETANO DE JESUS,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,MARCAZITA,350,APARECIDA,POINT (609961.046569533 7799433.94882224)
208,302,ESCOLINHA EVANGELICA DE EDUCACAO INFANTIL ; CENTRO DE CONVIVENCIA ESCOLINHA EVANGELICA DE EDUCAÇÃO INFANTIL,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,OSCAR LOBO PEREIRA,115,PRIMEIRO DE MAIO,POINT (612286.704494769 7803357.77013979)
145,239,CENTRO DE CONVIVENCIA ABRIGO JESUS,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,COSTA SENNA,959,PADRE EUSTÁQUIO,POINT (606884.761192192 7797564.06943077)
146,240,ACAO SOCIAL FILADELFIA - CENTRO DE CONVIVENCIA ACAO SOCIAL FILADELFIA - CENTRO ESTUDANTIL JOAO CALVINO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,EPAMINONDAS OTONI,265,VISTA ALEGRE,POINT (604725.54563407 7793573.22175625)
147,241,ACAO SOCIAL VILLAREGIA,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,DAS CANOAS,461,ESTRELA DO ORIENTE,POINT (605778.647146642 7792477.70474556)
148,242,AGENCIA ADVENTISTA DE DESENVOLVIMENTO E RECURSOS ASSISTENCIAIS SUDESTE BRASILEIRO – REGIAO ADMINISTRATIVA DE MINAS GERAIS,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,PORTUGAL,21,JARDIM ATLÂNTICO,POINT (605613.705523189 7806158.97996165)
149,243,ASSOCIACAO 1º DE MAIO DA VILA VISTA ALEGRE (CRECHE PRIMEIRO DE MAIO),SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,HERCULANO MOURAO SALAZAR,95,VILA VISTA ALEGRE,POINT (605500.250951521 7793452.18639264)
150,244,ASSOCIACAO ANTONIO E MARCOS CAVANIS/ CASA DA CRIANCA SANTO ANTONIO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,BECO,DAS VIOLAS,605,VILA CALIFÓRNIA,POINT (603793.295215501 7797065.29095569)
151,245,"ASSOCIACAO ASSISTENCIAL NOSSA SENHORA DAS DORES; CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO EDUCATIVA, CULTURAL E E ASSISTENCIAL NOSSA SENHORA DAS DORES",SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,LUIZ FERNANDO,152,RIO BRANCO,POINT (606509.130001133 7808059.19317876)
152,246,ASSOCIACAO BENEFICENTE CAMINHAR - INSTITUTO EDUCACIONAL CAMINHAR,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CARLOS PINTO COELHO,33,VALE DO JATOBÁ,POINT (600924.219659472 7787557.97614205)
153,247,ASSOCIACAO BENEFICENTE WILSON DE SOUZA - AWISO,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,JOAQUIM RIBEIRO COSTA,131,PALMARES,POINT (612050.502284911 7801965.20359267)
154,248,ASSOCIACAO BRASILEIRA DE ESCLEROSE TUBEROSA - ABET,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,FLOR D'AGUA,711,JARDIM ALVORADA,POINT (605633.652220541 7800085.75614875)
155,249,ASSOCIACAO COMUNITARIA CATOLICA KAIROS - COMUNICADE KAIROS,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,PADRE PEDRO PINTO,1251,VENDA NOVA,POINT (608773.249190387 7808767.35903365)
156,250,ASSOCIACAO COMUNITARIA DO BAIRRO FELICIDADE - ABAFE,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,SONIA BRAZ XAVIER,87,JARDIM FELICIDADE,POINT (611964.382687084 7807550.30676111)
157,251,"CENTRO DE CONVIVENCIA ASSOCIACAO CREPUSCULO - ARTE, SAUDE E EDUCACAO SEM BARREIRAS",SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,SERTOES,147,PRADO,POINT (608959.704221608 7796071.6732037)
158,252,ASSOCIACAO CRISTA DE MOCOS EM MINAS GERAIS,SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS,SCFV,INDIRETA,CENTRO DE CONVIVENCIA,PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,TIETE,292,CAIÇARAS,POINT (607917.907761566 7798945.01834262)
1,95,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL ALTO VERA CRUZ,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,PADRE JULIO MARIA,1550,ALTO VERA CRUZ,POINT (616222.338781259 7797539.74438207)
2,96,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL ARTHUR DE SA - UNIAO,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,PROFESSOR GERALDO FONTES,30,UNIÃO,POINT (613046.888880414 7801338.44116835)
3,97,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL CONFISCO,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CECILIA MAGALHAES GOMES,127,CONFISCO,POINT (602713.749280272 7803116.32928437)
4,98,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL JARDIM FELICIDADE - NORTE,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CECILIA TRINDADE SILVA,55,JARDIM FELICIDADE,POINT (612188.224376342 7806899.40924941)
5,99,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL CONJUNTO PAULO VI,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,NEBLINA,120,CONJUNTO PAULO VI,POINT (616501.229727038 7806677.06450704)
6,100,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA COQUEIRAL,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,RAINHA DAS FLORES,100,VILA COQUEIRAL,POINT (602065.386789125 7797503.48176322)
7,101,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL GRANJA DE FREITAS,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,DO GRUPO,12,GRANJA DE FREITAS,POINT (616929.749763411 7798428.95338615)
8,103,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL HAVAI-VENTOSA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,COSTA DO MARFIM,480,HAVAÍ,POINT (607687.040612968 7792229.5752516)
10,104,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL INDEPENDENCIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,AGUA DA VIDA,14,INDEPENDÊNCIA,POINT (601575.014674688 7786470.26754199)
11,105,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL LAGOA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,JOSE SABINO MACIEL,120,LAGOA,POINT (604644.835310101 7809278.44500358)
12,106,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL MANTIQUEIRA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,LUZIA SALOMAO,300,MANTIQUEIRA,POINT (606715.193650089 7810264.05438565)
13,107,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL MARIANO DE ABREU,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CINCO DE JANEIRO,85,MARIANO DE ABREU,POINT (616176.326970088 7799649.57493217)
14,108,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL MORRO DAS PEDRAS - GRACA SABOIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,SILVA LOBO,2379,GRAJAÚ,POINT (608461.226442228 7794515.2300132)
15,109,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL NOVO AARAO REIS - BRASILINA MARIA DE OLIVEIRA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,RISOLETA NEVES,2400,GUARANI,POINT Z (613560.823475711 7805142.30566436 0)
16,110,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL NOVO OURO PRETO,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,GERALDINA CANDIDA DE JESUS,92,OURO PRETO,POINT (605944.98231778 7801864.37411622)
17,111,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL PEDREIRA PRADO LOPES,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,JOSE BONIFACIO,189,SÃO CRISTÓVÃO,POINT (610175.908534353 7798851.50737651)
18,112,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL PETROPOLIS,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,FREDERICO BOY PRUSSIANO,137,PETRÓPOLIS,POINT (601759.606145097 7786776.45521837)
19,113,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL PROVIDENCIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,SAO SEBASTIAO,140,MINASLÂNDIA,POINT Z (611911.810660688 7804383.40239173 0)
21,115,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL VILA SUMARE,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,CIRILO GASPAR DE ARAUJO,522,APARECIDA SÉTIMA SEÇÃO,POINT (608392.208725471 7800328.59671926)
22,116,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL TAQUARIL,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,PEDRO DE SINTRA,77,TAQUARIL,POINT (616854.374500701 7797235.21636786)
24,118,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL APOLONIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,RUA,VISCONDE DE ITABORAI,304,JARDIM LEBLON,POINT (606050.397191259 7807151.8378683)
26,120,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL CALIFORNIA,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,CRAS ,DIRETA,PROTECAO E ATENDIMENTO INTEGRAL A FAMILIA (PAIF),PROTECAO SOCIAL BASICA,PROTECAO SOCIAL BASICA,FAMILIAS,AVENIDA,AVAI,700,VILA CALIFÓRNIA,POINT (603838.416475488 7797168.78988878)
