NU_ANO_CENSO;NO_REGIAO;NO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_MESORREGIAO;CO_DISTRITO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;DS_ENDERECO;NU_ENDERECO;DS_COMPLEMENTO;NO_BAIRRO;CO_CEP;REGIONAL;NU_DDD;NU_TELEFONE;TP_SITUACAO_FUNCIONAMENTO;CO_ORGAO_REGIONAL;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;IN_VINCULO_SECRETARIA_EDUCACAO;IN_VINCULO_SEGURANCA_PUBLICA;IN_VINCULO_SECRETARIA_SAUDE;IN_VINCULO_OUTRO_ORGAO;IN_PODER_PUBLICO_PARCERIA;TP_PODER_PUBLICO_PARCERIA;IN_CONVENIADA_PP;TP_CONVENIO_PODER_PUBLICO;IN_FORMA_CONT_TERMO_COLABORA;IN_FORMA_CONT_TERMO_FOMENTO;IN_FORMA_CONT_ACORDO_COOP;IN_FORMA_CONT_PRESTACAO_SERV;IN_FORMA_CONT_COOP_TEC_FIN;IN_FORMA_CONT_CONSORCIO_PUB;IN_TIPO_ATEND_ESCOLARIZACAO;IN_TIPO_ATEND_AC;IN_TIPO_ATEND_AEE;IN_MANT_ESCOLA_PRIVADA_EMP;IN_MANT_ESCOLA_PRIVADA_ONG;IN_MANT_ESCOLA_PRIVADA_OSCIP;IN_MANT_ESCOLA_PRIV_ONG_OSCIP;IN_MANT_ESCOLA_PRIVADA_SIND;IN_MANT_ESCOLA_PRIVADA_SIST_S;IN_MANT_ESCOLA_PRIVADA_S_FINS;NU_CNPJ_ESCOLA_PRIVADA;NU_CNPJ_MANTENEDORA;TP_REGULAMENTACAO;TP_RESPONSAVEL_REGULAMENTACAO;CO_ESCOLA_SEDE_VINCULADA;CO_IES_OFERTANTE;IN_LOCAL_FUNC_PREDIO_ESCOLAR;TP_OCUPACAO_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SALAS_EMPRESA;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_TEMPLO_IGREJA;IN_LOCAL_FUNC_CASA_PROFESSOR;IN_LOCAL_FUNC_GALPAO;TP_OCUPACAO_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_FILTRADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_OUTROS;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_LIXO_JOGA_OUTRA_AREA;IN_LIXO_OUTROS;IN_LIXO_RECICLA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_ALMOXARIFADO;IN_AREA_VERDE;IN_AUDITORIO;IN_BANHEIRO_FORA_PREDIO;IN_BANHEIRO_DENTRO_PREDIO;IN_BANHEIRO;IN_BANHEIRO_EI;IN_BANHEIRO_PNE;IN_BANHEIRO_FUNCIONARIOS;IN_BANHEIRO_CHUVEIRO;IN_BERCARIO;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_COZINHA;IN_DESPENSA;IN_DORMITORIO_ALUNO;IN_DORMITORIO_PROFESSOR;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_LABORATORIO_EDUC_PROF;IN_PATIO_COBERTO;IN_PATIO_DESCOBERTO;IN_PARQUE_INFANTIL;IN_PISCINA;IN_QUADRA_ESPORTES;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_REFEITORIO;IN_SALA_ATELIE_ARTES;IN_SALA_MUSICA_CORAL;IN_SALA_ESTUDIO_DANCA;IN_SALA_MULTIUSO;IN_SALA_OFICINAS_EDUC_PROF;IN_SALA_DIRETORIA;IN_SALA_LEITURA;IN_SALA_PROFESSOR;IN_SALA_REPOUSO_ALUNO;IN_SECRETARIA;IN_SALA_ATENDIMENTO_ESPECIAL;IN_TERREIRAO;IN_VIVEIRO;IN_DEPENDENCIAS_PNE;IN_LAVANDERIA;IN_DEPENDENCIAS_OUTRAS;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_PISOS_TATEIS;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL;IN_ACESSIBILIDADE_INEXISTENTE;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS_DENTRO;QT_SALAS_UTILIZADAS_FORA;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZA_CLIMATIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;IN_EQUIP_PARABOLICA;IN_COMPUTADOR;IN_EQUIP_COPIADORA;IN_EQUIP_IMPRESSORA;IN_EQUIP_IMPRESSORA_MULT;IN_EQUIP_SCANNER;IN_EQUIP_NENHUM;IN_EQUIP_DVD;QT_EQUIP_DVD;IN_EQUIP_SOM;QT_EQUIP_SOM;IN_EQUIP_TV;QT_EQUIP_TV;IN_EQUIP_LOUSA_DIGITAL;QT_EQUIP_LOUSA_DIGITAL;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_EQUIP_VIDEOCASSETE;IN_EQUIP_RETROPROJETOR;IN_EQUIP_FAX;IN_EQUIP_FOTO;QT_EQUIP_VIDEOCASSETE;QT_EQUIP_PARABOLICA;QT_EQUIP_COPIADORA;QT_EQUIP_RETROPROJETOR;QT_EQUIP_IMPRESSORA;QT_EQUIP_IMPRESSORA_MULT;QT_EQUIP_FAX;QT_EQUIP_FOTO;QT_COMP_ALUNO;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;QT_COMPUTADOR;QT_COMP_ADMINISTRATIVO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_INTERNET_ADMINISTRATIVO;IN_INTERNET_APRENDIZAGEM;IN_INTERNET_COMUNIDADE;IN_ACESSO_INTERNET_COMPUTADOR;IN_ACES_INTERNET_DISP_PESSOAIS;TP_REDE_LOCAL;IN_BANDA_LARGA;QT_FUNCIONARIOS;IN_PROF_ADMINISTRATIVOS;QT_PROF_ADMINISTRATIVOS;IN_PROF_SERVICOS_GERAIS;QT_PROF_SERVICOS_GERAIS;IN_PROF_BIBLIOTECARIO;QT_PROF_BIBLIOTECARIO;IN_PROF_SAUDE;QT_PROF_SAUDE;IN_PROF_COORDENADOR;QT_PROF_COORDENADOR;IN_PROF_FONAUDIOLOGO;QT_PROF_FONAUDIOLOGO;IN_PROF_NUTRICIONISTA;QT_PROF_NUTRICIONISTA;IN_PROF_PSICOLOGO;QT_PROF_PSICOLOGO;IN_PROF_ALIMENTACAO;QT_PROF_ALIMENTACAO;IN_PROF_PEDAGOGIA;QT_PROF_PEDAGOGIA;IN_PROF_SECRETARIO;QT_PROF_SECRETARIO;IN_PROF_SEGURANCA;QT_PROF_SEGURANCA;IN_PROF_MONITORES;QT_PROF_MONITORES;IN_PROF_GESTAO;QT_PROF_GESTAO;IN_PROF_ASSIST_SOCIAL;QT_PROF_ASSIST_SOCIAL;IN_ALIMENTACAO;IN_SERIE_ANO;IN_PERIODOS_SEMESTRAIS;IN_FUNDAMENTAL_CICLOS;IN_GRUPOS_NAO_SERIADOS;IN_MODULOS;IN_FORMACAO_ALTERNANCIA;IN_MATERIAL_PED_MULTIMIDIA;IN_MATERIAL_PED_INFANTIL;IN_MATERIAL_PED_CIENTIFICO;IN_MATERIAL_PED_DIFUSAO;IN_MATERIAL_PED_MUSICAL;IN_MATERIAL_PED_JOGOS;IN_MATERIAL_PED_ARTISTICAS;IN_MATERIAL_PED_PROFISSIONAL;IN_MATERIAL_PED_DESPORTIVA;IN_MATERIAL_PED_INDIGENA;IN_MATERIAL_PED_ETNICO;IN_MATERIAL_PED_CAMPO;IN_MATERIAL_PED_NENHUM;IN_MATERIAL_ESP_QUILOMBOLA;IN_MATERIAL_ESP_INDIGENA;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EDUCACAO_INDIGENA;TP_INDIGENA_LINGUA;CO_LINGUA_INDIGENA_1;CO_LINGUA_INDIGENA_2;CO_LINGUA_INDIGENA_3;IN_BRASIL_ALFABETIZADO;IN_FINAL_SEMANA;IN_EXAME_SELECAO;IN_RESERVA_PPI;IN_RESERVA_RENDA;IN_RESERVA_PUBLICA;IN_RESERVA_PCD;IN_RESERVA_OUTROS;IN_RESERVA_NENHUMA;IN_REDES_SOCIAIS;IN_ESPACO_ATIVIDADE;IN_ESPACO_EQUIPAMENTO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR;IN_ORGAO_GREMIO_ESTUDANTIL;IN_ORGAO_OUTROS;IN_ORGAO_NENHUM;TP_PROPOSTA_PEDAGOGICA;TP_AEE;TP_ATIVIDADE_COMPLEMENTAR;IN_ESCOLARIZACAO;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;IN_REGULAR;IN_DIURNO;IN_NOTURNO;IN_EAD;IN_BAS;IN_INF;IN_INF_CRE;IN_INF_PRE;IN_FUND;IN_FUND_AI;IN_FUND_AF;IN_MED;IN_PROF;IN_PROF_TEC;IN_EJA;IN_EJA_FUND;IN_EJA_MED;IN_ESP;IN_ESP_CC;IN_ESP_CE;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AF;QT_MAT_MED;QT_MAT_PROF;QT_MAT_PROF_TEC;QT_MAT_EJA;QT_MAT_EJA_FUND;QT_MAT_EJA_MED;QT_MAT_ESP;QT_MAT_ESP_CC;QT_MAT_ESP_CE;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_0_3;QT_MAT_BAS_4_5;QT_MAT_BAS_6_10;QT_MAT_BAS_11_14;QT_MAT_BAS_15_17;QT_MAT_BAS_18_MAIS;QT_MAT_BAS_D;QT_MAT_BAS_N;QT_MAT_BAS_EAD;QT_MAT_INF_INT;QT_MAT_INF_CRE_INT;QT_MAT_INF_PRE_INT;QT_MAT_FUND_INT;QT_MAT_FUND_AI_INT;QT_MAT_FUND_AF_INT;QT_MAT_MED_INT;QT_DOC_BAS;QT_DOC_INF;QT_DOC_INF_CRE;QT_DOC_INF_PRE;QT_DOC_FUND;QT_DOC_FUND_AI;QT_DOC_FUND_AF;QT_DOC_MED;QT_DOC_PROF;QT_DOC_PROF_TEC;QT_DOC_EJA;QT_DOC_EJA_FUND;QT_DOC_EJA_MED;QT_DOC_ESP;QT_DOC_ESP_CC;QT_DOC_ESP_CE;QT_TUR_BAS;QT_TUR_INF;QT_TUR_INF_CRE;QT_TUR_INF_PRE;QT_TUR_FUND;QT_TUR_FUND_AI;QT_TUR_FUND_AF;QT_TUR_MED;QT_TUR_PROF;QT_TUR_PROF_TEC;QT_TUR_EJA;QT_TUR_EJA_FUND;QT_TUR_EJA_MED;QT_TUR_ESP;QT_TUR_ESP_CC;QT_TUR_ESP_CE
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ORGANIZACAO EDUCACIONAL JOAO XXIII - AMPC;31000981;4;4;1;0;RUA VISCONDE DE CAIRU;75;;MADRE GERTRUDES;30512780;Oeste;31;33862020;1;00001;02FEB2022:00:00:00;20DEC2022:00:00:00;;;;;1;1;;;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1,65188E+13;1,65188E+13;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;1;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;1;0;0;1;1;;;1;1;1;1;1;;1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;;;0;0;0;0;1;1;0;0;0;0;;17;0;17;0;0;0;1;1;1;1;1;0;1;3;1;8;1;3;0;0;1;1;;;;;;;;;;;;;;0;0;0;0;0;0;;;1;0;1;0;0;0;0;1;1;;1;1;1;10;1;1;0;0;0;0;0;0;0;0;0;0;1;6;1;20;0;0;0;0;0;0;1;4;0;0;1;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;0;;;;0;;;;;;;0;;;;;;;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;261;261;261;0;0;0;0;0;0;0;0;0;0;7;7;0;114;147;4;98;28;129;2;0;244;17;0;0;0;0;261;0;0;261;261;0;0;0;0;0;20;20;20;0;0;0;0;0;0;0;0;0;0;8;8;0;18;18;18;0;0;0;0;0;0;0;0;0;0;6;6;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL BELO HORIZONTE;31002593;3;;1;0;AVE JOSE BONIFACIO;00189;;SAO CRISTOVAO;31210690;Noroeste;31;32776013;1;00001;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;1;1;1;;;1;0;1;1;1;;1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;;;0;1;1;0;0;1;0;0;0;0;;15;2;17;0;1;0;1;1;1;1;0;0;1;2;1;5;1;3;1;1;1;4;;;;;;;;;;;;;;1;31;0;0;0;0;;;1;1;1;1;1;1;0;3;1;;1;3;1;8;1;2;0;0;1;1;0;0;1;1;0;0;1;6;1;8;1;1;1;1;1;2;1;1;0;0;1;;;;;;;1;0;0;1;1;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;815;0;0;0;696;345;351;0;0;0;119;119;0;39;39;0;401;414;35;162;130;487;1;0;0;1;354;307;57;96;703;112;0;0;0;0;249;160;89;0;46;0;0;0;41;22;21;0;0;0;6;6;0;38;38;0;34;0;0;0;28;15;13;0;0;0;6;6;0;23;23;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ELOS;31002607;3;;1;0;RUA MANOEL ALEXANDRINO;440;;SAO PAULO;31910120;Nordeste;31;32776714;1;00002;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;1;1;0;;;1;1;1;1;1;;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;;;0;1;1;0;0;0;0;0;0;0;;14;0;14;0;0;0;1;0;0;1;0;0;1;1;1;12;1;2;1;1;1;2;;;;;;;;;;;;;;0;0;0;0;0;0;;;1;0;1;0;1;0;0;3;1;;1;1;1;7;0;0;0;0;0;0;0;0;1;1;0;0;1;4;1;3;1;1;0;0;0;0;1;1;0;0;1;;;;;;;1;1;0;0;0;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;316;316;128;188;0;0;0;0;0;0;0;0;0;13;13;0;149;167;91;58;15;152;0;0;110;186;20;0;0;0;316;0;0;76;1;75;0;0;0;0;29;29;12;22;0;0;0;0;0;0;0;0;0;21;21;0;19;19;8;11;0;0;0;0;0;0;0;0;0;11;11;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL EMIDIO BERUTTO;31002615;3;;1;0;RUA CONCEICAO DO PARA;01726;;SANTA INES;31080020;Leste;31;32775652;1;00002;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;1;1;1;;;1;0;1;1;0;;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;;;0;1;0;0;0;1;0;0;0;0;;18;0;18;1;0;0;1;0;1;1;0;0;1;3;1;13;1;1;0;0;1;7;;;;;;;;;;;;;;0;0;1;93;1;291;;;1;1;1;1;1;1;0;3;1;;1;3;1;8;1;2;0;0;1;1;0;0;1;1;0;0;1;6;1;4;1;1;1;1;1;2;1;1;0;0;1;;;;;;;1;1;0;1;1;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;750;154;41;113;596;596;0;0;0;0;0;0;0;26;26;0;361;389;183;198;77;288;3;1;34;108;602;6;0;0;750;0;0;0;0;0;312;312;0;0;40;9;4;8;32;32;0;0;0;0;0;0;0;31;31;0;32;7;2;5;25;25;0;0;0;0;0;0;0;22;22;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL MONSENHOR ARTUR DE OLIVEIRA;31002631;3;;1;0;RUA FORNACIARI;00157;;CAICARAS;30770010;Noroeste;31;32777238;1;00001;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;1;0;1;1;0;;;1;0;1;1;1;;1;1;1;1;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;;;0;1;1;0;1;1;0;0;0;0;;15;2;17;0;4;0;1;1;1;1;0;0;0;0;1;5;1;2;0;0;0;0;;;;;;;;;;;;;;1;15;1;122;1;250;;;1;1;1;1;1;1;0;3;1;;1;3;1;8;1;2;0;0;1;1;0;0;1;1;0;0;1;6;1;3;1;1;1;1;1;2;1;1;0;0;1;;;;;;;1;0;0;1;0;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;726;0;0;0;661;348;313;0;0;0;65;65;0;26;26;0;380;346;38;316;64;301;5;2;0;0;351;297;27;51;677;49;0;0;0;0;121;83;38;0;35;0;0;0;33;17;16;0;0;0;3;3;0;32;32;0;27;0;0;0;24;14;10;0;0;0;3;3;0;19;19;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARILIA TANURE PEREIRA;31002640;3;;1;0;AVE VINTE OITO DE DE SETEMBRO;00138;;ESPLANADA;30280050;Leste;31;32775657;1;00002;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;1;1;0;;;1;1;1;1;0;;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;;;0;0;1;0;1;1;0;0;0;0;;10;0;10;0;10;0;1;0;1;1;0;0;1;2;1;12;1;2;0;0;1;2;;;;;;;;;;;;;;1;1;1;1;1;20;;;1;1;1;1;1;1;0;3;1;;1;2;1;5;1;1;0;0;1;1;0;0;1;1;0;0;1;4;1;4;1;1;1;1;0;0;1;1;0;0;1;;;;;;;1;1;0;1;1;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;224;224;78;146;0;0;0;0;0;0;0;0;0;7;7;0;104;120;0;60;12;152;0;0;70;141;13;0;0;0;224;0;0;146;0;146;0;0;0;0;24;24;9;16;0;0;0;0;0;0;0;0;0;16;16;0;13;13;6;7;0;0;0;0;0;0;0;0;0;7;7;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620025;ESCOLA MUNICIPAL PADRE FLAVIO GIAMMETTA;31002658;3;;1;0;RUA SEBASTIAO MARIA DA SILVA;175;;ATILA DE PAIVA;30640360;Barreiro;31;32775832;1;00001;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;1;0;1;1;1;;;1;1;1;1;0;;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;;;0;1;1;0;1;1;0;0;0;0;;17;0;17;0;4;0;1;0;1;0;0;0;1;16;1;4;1;17;0;0;1;12;;;;;;;;;;;;;;0;0;1;14;1;350;;;1;1;1;1;1;1;0;3;1;;1;3;1;8;1;2;0;0;1;1;0;0;1;1;0;0;1;6;1;6;1;1;1;1;1;2;1;1;0;0;1;;;;;;;1;1;0;1;1;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;702;65;20;45;637;637;0;0;0;0;0;0;0;31;31;0;347;355;0;219;28;455;0;0;17;48;615;22;0;0;702;0;0;0;0;0;242;242;0;0;40;6;2;4;34;34;0;0;0;0;0;0;0;29;29;0;30;4;1;3;26;26;0;0;0;0;0;0;0;21;21;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL RENASCENCA;31002666;3;;1;0;RUA MACAPA;00224;;RENASCENCA;31130500;Nordeste;31;32776147;1;00002;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;2;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;1;1;0;;;1;1;1;1;0;;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;;;0;1;0;0;1;1;0;0;0;0;;4;0;4;0;1;0;1;0;1;1;0;0;1;1;1;1;1;4;0;0;1;1;;;;;;;;;;;;;;0;0;1;10;1;30;;;1;1;1;1;1;1;0;3;1;;1;1;1;5;0;0;0;0;1;1;0;0;1;1;0;0;1;4;1;5;1;1;1;1;0;0;1;1;0;0;1;;;;;;;1;1;0;1;1;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;133;133;54;79;0;0;0;0;0;0;0;0;0;5;5;0;63;70;0;64;10;58;0;1;52;73;8;0;0;0;133;0;0;0;0;0;0;0;0;0;10;10;5;7;0;0;0;0;0;0;0;0;0;5;5;0;8;8;3;5;0;0;0;0;0;0;0;0;0;3;3;0
2022;Sudeste;Minas Gerais;Belo Horizonte;3106200;Metropolitana de Belo Horizonte;310620005;ESCOLA MUNICIPAL MARCONI;31002674;3;;1;0;AVE DO CONTORNO;8476;;SANTO AGOSTINHO;30110062;centro sul;31;32778860;1;00002;03FEB2022:00:00:00;16DEC2022:00:00:00;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;1;;0;0;0;;;0;;0;0;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;1;0;1;1;1;;;1;0;1;1;1;;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;0;;;0;0;0;0;0;1;0;0;0;0;;22;0;22;0;0;0;1;0;1;1;0;0;1;3;1;2;1;24;0;0;1;1;;;;;;;;;;;;;;1;2;1;168;1;378;;;1;1;1;1;1;1;0;3;1;;1;3;1;8;1;2;0;0;1;1;0;0;1;1;0;0;1;6;1;6;1;1;1;1;1;2;1;1;0;0;1;;;;;;;1;1;1;0;1;1;1;0;1;0;1;0;0;;;;0;;;;;;;0;;;;;;;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;783;0;0;0;783;350;433;0;0;0;0;0;0;39;39;0;367;416;62;307;57;357;0;0;0;0;345;395;43;0;783;0;0;0;0;0;290;172;118;0;44;0;0;0;44;20;24;0;0;0;0;0;0;44;44;0;31;0;0;0;31;16;15;0;0;0;0;0;0;26;26;0
