co_municipio,co_area,seq_equipe,co_profissional_sus,co_unidade,co_cbo,tp_sus_nao_sus,ind_vinculacao,co_microarea,dt_entrada,dt_desligamento,co_cnes_outraequipe,co_municipio_outraequipe,co_area_outraequipe,co_profissional_sus_compl,co_cbo_ch_compl,st_equipeminima,co_mun_atuacao,to_char_dt_atualizacao_dd_mm_yyyy,no_usuario,to_char_dt_atualizacao_origem_dd_mm_yyyy
310620,979,225401,99635A1BC228EAFA,3106200022950,225170,S,10301,,31/10/2022,"",,,,"",,1,,03/11/2022,SMSAS,
310620,855,225436,59D81B2B015FCE1A,3106200022950,225142,S,10101,,01/03/2022,"",,,,"",,1,,03/03/2022,SMSAS,
310620,2,1755153,060ADCE5E621DD3A,3106200022950,223293,S,10101,,27/07/2022,"",,,,"",,1,,29/07/2022,SMSAS,
310620,1,225460,73AE6B7EDEFD15D9,3106200022950,251510,S,10301,,12/07/2022,"",,,,"",,1,,13/07/2022,SMSAS,
310620,485,225444,BD0E7F2423AEABE1,3106200022950,225142,S,10101,,12/09/2022,"",,,,"",,1,,20/09/2022,SMSAS,
310620,1,225460,664B91615E91F403,3106200022950,223710,S,10101,,04/02/2022,"",,,,"",,1,,04/02/2022,SMSAS,
310620,979,225401,303A9418A52E497E,3106200022950,515105,S,10202,,04/11/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,619,225452,95105DA15DBEA4EC,3106200022950,225170,S,10301,,02/08/2022,"",,,,"",,1,,05/08/2022,SMSAS,
310620,855,225436,6083504ABD26AE12,3106200022950,322245,S,10101,,20/12/2021,"",,,,"",,1,,31/12/2021,SMSAS,
310620,979,225401,958BDFA58CDA7937,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,979,225401,5E617F88E7040920,3106200022950,223565,S,10101,,11/03/2013,"",,,,"",,1,,26/05/2014,MARCE HELENA,
310620,979,225401,074F3D14A1758B22,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,979,225401,0154EE5DEEBA90A7,3106200022950,322250,S,10101,,08/03/2016,"",,,,"",,1,,11/03/2016,GERGETRL,
310620,457,225428,57B361951E9155C4,3106200022950,515105,S,10202,,13/08/2014,"",,,,"",,1,,12/12/2022,SMSAS,
310620,457,225428,C20A28C679997997,3106200022950,515105,S,10202,,30/09/2015,"",,,,"",,1,,12/12/2022,SMSAS,
310620,457,225428,50CFEA3319D9557F,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,457,225428,76EDD8CC91F2D17C,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,457,225428,377A64078D87A3A5,3106200022950,225142,S,10101,,07/07/2015,05/08/2022,,,,"",,1,,16/08/2022,SMSAS,
310620,485,225444,85E62DE40914EF01,3106200022950,322250,S,10101,,18/09/2014,"",,,,"",,1,,04/02/2020,CARINA,
310620,485,225444,98F55ABB45326FDE,3106200022950,515105,S,10202,,18/09/2014,"",,,,"",,1,,12/12/2022,SMSAS,
310620,485,225444,C8FA09B10A9475BF,3106200022950,515105,S,10202,,18/09/2014,"",,,,"",,1,,12/12/2022,SMSAS,
310620,485,225444,F57E6E315532F1E2,3106200022950,515105,S,10202,,18/09/2014,"",,,,"",,1,,12/12/2022,SMSAS,
310620,485,225444,DFCE9A18AA29E3D4,3106200022950,223565,S,10101,,18/09/2014,"",,,,"",,1,,13/02/2017,GERGETRL,
310620,619,225452,B96DEB3B05D02C23,3106200022950,515105,S,10202,,13/01/2014,"",,,,"",,1,,12/12/2022,SMSAS,
310620,619,225452,A28F1032485134AB,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,619,225452,A6D9A20F5A680FB3,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,619,225452,DE40ACA9062A0AFD,3106200022950,223565,S,10101,,13/01/2014,"",,,,"",,1,,02/04/2020,PRISCILA,
310620,619,225452,729D2593ED997EA4,3106200022950,322250,S,10101,,13/01/2014,"",,,,"",,1,,27/06/2016,GERGETRL,
310620,619,225452,375E7D76231DD74D,3106200022950,515105,S,10202,,05/09/2022,"",,,,"",,1,,12/12/2022,SMSAS,
310620,1,1755080,64B5C6EF67BCC72C,3106200022950,322425,S,10301,,29/08/2022,"",,,,"",,1,,30/08/2022,SMSAS,
310620,2,1757369,D490B3ECC617A610,3106200022969,322425,S,10301,,21/09/2022,"",,,,"",,1,,27/09/2022,SMSAS,
310620,493,225479,ADBF04C3A38E47F7,3106200022969,225170,S,10301,,15/03/2022,"",,,,"",,1,,16/03/2022,SMSAS,
310620,992,225517,FA2836D219881268,3106200022969,225170,S,10301,,10/03/2022,02/01/2023,,,,"",,1,,03/01/2023,SMSAS,
310620,992,225517,55D4642F7C9C62A8,3106200022969,322250,S,10101,,14/04/2021,"",,,,"",,1,,15/04/2021,SMSAS,
310620,992,225517,3268B3528F995544,3106200022969,223565,S,10101,,17/02/2022,"",,,,"",,1,,18/02/2022,SMSAS,
310620,495,225487,167140CEE75F5752,3106200022969,223565,S,10101,,29/07/2021,"",,,,"",,1,,29/07/2021,SMSAS,
310620,495,225487,012B9D27BA57F396,3106200022969,225142,S,10101,,30/08/2021,"",,,,"",,1,,02/09/2021,SMSAS,
310620,992,225517,EC9D4D5302446686,3106200022969,515105,S,10202,,03/10/2022,"",,,,"",,1,,25/10/2022,SMSAS,
310620,495,225487,2B2420475D6F7812,3106200022969,515105,S,10202,,03/10/2022,"",,,,"",,1,,25/10/2022,SMSAS,
310620,495,225487,AA1C036EF4993CDA,3106200022969,515105,S,10202,,03/10/2022,"",,,,"",,1,,25/10/2022,SMSAS,
310620,1,1757334,ECD99B3C0E26F8FD,3106200022969,223293,S,10101,,14/07/2020,"",,,,"",,1,,06/08/2020,SMSAS,
310620,1,1757334,A188D2B0049237DF,3106200022969,322430,S,10101,,24/06/2020,17/11/2022,,,,"",,1,,18/11/2022,SMSAS,
310620,2,1757369,F70982522537583C,3106200022969,322430,S,10301,,18/08/2022,"",,,,"",,1,,19/08/2022,SMSAS,
310620,2,1757369,67204297E0E908B3,3106200022969,223208,S,10301,,09/09/2021,"",,,,"",,1,,14/09/2021,SMSAS,
310620,992,225517,2849E46F952048BF,3106200022969,515105,S,10202,,01/04/2000,"",,,,"",,1,,14/07/2014,MARCE HELENA,
310620,992,225517,6E93D106B4E17FEE,3106200022969,515105,S,10202,,01/04/2000,"",,,,"",,1,,14/07/2014,MARCE HELENA,
310620,992,225517,CC1EB927FA6F46AE,3106200022969,515105,S,10202,,18/09/2015,"",,,,"",,1,,20/10/2015,GERGETRL,
310620,493,225479,6BFB046CDCCD065B,3106200022969,515105,S,10202,,08/05/2019,"",,,,"",,1,,16/05/2019,SMSAS,
310620,493,225479,74775CEBBFF19014,3106200022969,223565,S,10101,,08/05/2019,"",,,,"",,1,,16/05/2019,SMSAS,
310620,493,225479,6E367191FEA6CF92,3106200022969,515105,S,10202,,08/05/2019,"",,,,"",,1,,16/05/2019,SMSAS,
310620,493,225479,F6D406652D778CC1,3106200022969,515105,S,10202,,08/05/2019,"",,,,"",,1,,16/05/2019,SMSAS,
310620,493,225479,21578051BB918D4B,3106200022969,515105,S,10202,,08/05/2019,"",,,,"",,1,,16/05/2019,SMSAS,
310620,493,225479,CF08168E46944F73,3106200022969,322250,S,10101,,08/05/2019,"",,,,"",,1,,02/04/2020,PRISCILA,
310620,495,225487,BE7E7491DE18DC8A,3106200022969,515105,S,10202,,24/04/2015,"",,,,"",,1,,24/04/2015,MARCE HELENA,
310620,495,225487,F55BAF171B3317F0,3106200022969,515105,S,10202,,01/04/2000,"",,,,"",,1,,21/07/2014,MARCE HELENA,
310620,495,225487,B0C454EE552BB43E,3106200022969,322250,S,10101,,27/01/2009,"",,,,"",,1,,02/04/2020,PRISCILA,
310620,2,1757032,11E3D5A2B96F066F,3106200022993,322425,S,10301,,10/06/2022,"",,,,"",,1,,13/06/2022,SMSAS,
310620,3,2235455,DAC0221CA8C6E0CD,3106200022993,223208,S,10301,,22/08/2022,"",,,,"",,1,,24/08/2022,SMSAS,
310620,3,2235455,580844FABBA11168,3106200022993,322415,S,10301,,22/08/2022,"",,,,"",,1,,24/08/2022,SMSAS,
310620,3,2235455,E1B7B46ABDB687D7,3106200022993,322415,S,10301,,29/09/2022,10/11/2022,,,,"",,1,,21/11/2022,SMSAS,
310620,674,225533,9DDC07513629AAFF,3106200022993,225170,S,10101,,05/08/2022,"",,,,"",,1,,10/08/2022,SMSAS,
310620,1,1756958,4F89F2733A440058,3106200022993,322430,S,10101,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,1102,1594648,FE6DD3786DAB7AAC,3106200022993,515105,S,10202,,17/08/2022,"",,,,"",,1,,18/08/2022,SMSAS,
310620,1102,1594648,8849D0162FAEDDE0,3106200022993,515105,S,10202,,17/08/2022,"",,,,"",,1,,18/08/2022,SMSAS,
310620,3,2235455,D26081C94607E9B5,3106200022993,223208,S,10101,,13/12/2021,"",,,,"",,1,,27/12/2021,SMSAS,
310620,1,1646435,44D02F256CADDEB8,3106200022993,223810,S,10301,,05/10/2022,"",,,,"",,1,,06/10/2022,SMSAS,
310620,1102,1594648,A2F9DAAEF71945B3,3106200022993,225170,S,10301,,28/09/2022,"",,,,"",,1,,03/10/2022,SMSAS,
310620,1,1756958,CAB0A4BC7F1EB35B,3106200022993,223293,S,10301,,04/04/2022,"",,,,"",,1,,13/04/2022,SMSAS,
310620,2,1757032,A1CF88458593AC61,3106200022993,223293,S,10301,,18/05/2022,"",,,,"",,1,,20/05/2022,SMSAS,
310620,1,1646435,F6ECB25DB199DE21,3106200022993,223405,S,10301,,16/12/2021,"",,,,"",,1,,29/12/2021,SMSAS,
310620,1,1646435,892E4C723D19E734,3106200022993,223605,S,10301,,15/09/2021,29/10/2022,,,,"",,1,,31/10/2022,SMSAS,
310620,993,225525,F346C18F086501B5,3106200022993,515105,S,10202,,20/12/2022,"",,,,"",,1,,26/12/2022,SMSAS,
310620,2,1757032,580844FABBA11168,3106200022993,322415,S,10301,,09/05/2022,30/05/2022,,,,"",,1,,31/05/2022,SMSAS,
310620,993,225525,5E21D29C4613B1CC,3106200022993,223565,S,10301,,09/02/2022,"",,,,"",,1,,14/02/2022,SMSAS,
310620,458,225576,FFB44C79E95E2B35,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,674,225533,146A51187ADEB52B,3106200022993,223565,S,10101,,21/06/2021,"",,,,"",,1,,25/06/2021,SMSAS,
310620,673,225541,4E17A9747991CE3C,3106200022993,225170,S,10301,,14/02/2022,27/12/2022,,,,"",,1,,28/12/2022,SMSAS,
310620,458,225576,7791A2D964640737,3106200022993,225142,S,10101,,10/05/2022,"",,,,"",,1,,18/05/2022,SMSAS,
310620,1,1646435,5667F90C41A94611,3106200022993,223710,S,10101,,04/07/2022,"",,,,"",,1,,05/07/2022,SMSAS,
310620,1,1646435,5EC5D89F72FA0A1C,3106200022993,251605,S,10101,,16/01/2018,"",,,,"",,1,,22/01/2018,SMSAS,
310620,1,1646435,8B877CF85F929B10,3106200022993,251510,S,10101,,16/01/2018,"",,,,"",,1,,22/01/2018,SMSAS,
310620,993,225525,870F7A371912745C,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,993,225525,F6DD71BF8B9E3B8F,3106200022993,322250,S,10101,,07/11/2019,"",,,,"",,1,,10/12/2019,SMSAS,
310620,993,225525,757C9AADC1E00B49,3106200022993,225142,S,10101,,11/07/2012,"",,,,"",,1,,21/07/2014,MARCE HELENA,
310620,993,225525,B293D189D98E3022,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,1102,1594648,1A454207D557E9A5,3106200022993,515105,S,10202,,08/05/2019,"",,,,"",,1,,16/05/2019,SMSAS,
310620,1102,1594648,8E17D7B5104076BF,3106200022993,322250,S,10101,,07/11/2019,"",,,,"",,1,,10/12/2019,SMSAS,
310620,458,225576,CA4330AD5A0F4808,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,458,225576,7FACA51DCFE1D12A,3106200022993,223565,S,10101,,28/12/2010,"",,,,"",,1,,21/08/2014,MARCE HELENA,
310620,458,225576,0F0A85D0926BEA91,3106200022993,322250,S,10101,,19/02/2015,"",,,,"",,1,,19/02/2015,MARCE HELENA,
310620,458,225576,D4AA09F1FBB46B32,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,459,225568,23D7D9DA819F93FD,3106200022993,225142,S,10101,,25/10/2018,"",,,,"",,1,,25/10/2018,GERGETRL,
310620,459,225568,FB7278034FACE51A,3106200022993,223565,S,10101,,27/02/2016,"",,,,"",,1,,10/05/2019,SMSAS,
310620,459,225568,A3F2441D9218E712,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,459,225568,A30ADA8ED17FBFAD,3106200022993,515105,S,10202,,11/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,459,225568,E83452FB931A2A08,3106200022993,322245,S,10101,,07/11/2019,"",,,,"",,1,,10/12/2019,SMSAS,
310620,1,1646435,33172B35EE03AAD0,3106200022993,251510,S,10301,,20/08/2021,29/10/2022,,,,"",,1,,31/10/2022,SMSAS,
310620,1102,1594648,C1408C3F5630DA3C,3106200022993,223565,S,10301,,30/08/2022,"",,,,"",,1,,05/09/2022,SMSAS,
310620,459,225568,2DFFB65D0A7D39FF,3106200022993,515105,S,10202,,10/11/2022,"",,,,"",,1,,18/11/2022,SMSAS,
310620,459,225568,77E9EFAEF27EDED4,3106200022993,515105,S,10202,,11/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,459,225568,9CF1CE89EE67ECB1,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,673,225541,D54781E88804FD32,3106200022993,223565,S,10101,,17/09/2019,"",,,,"",,1,,18/09/2019,SMSAS,
310620,673,225541,13CA8209ECD14442,3106200022993,322245,S,10101,,17/09/2019,"",,,,"",,1,,18/09/2019,SMSAS,
310620,673,225541,BEB2E971894956C9,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,673,225541,390C777716D33DC6,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,674,225533,8C014ED9005F6317,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,674,225533,B843AD12F158AD6C,3106200022993,515105,S,10301,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,674,225533,56A20CE093FA7C99,3106200022993,322250,S,10101,,12/06/2008,"",,,,"",,1,,24/11/2014,MARCE HELENA,
310620,674,225533,785D24CF0B2A712B,3106200022993,515105,S,10202,,12/08/2022,"",,,,"",,1,,17/08/2022,SMSAS,
310620,1,1646435,04A90C26C2760FFF,3106200022993,223905,S,10301,,26/09/2022,"",,,,"",,1,,28/09/2022,SMSAS,
310620,486,225592,96B4D22C16D37455,3106200023000,225170,S,10301,,09/11/2022,"",,,,"",,1,,18/11/2022,SMSAS,
310620,487,225584,57169DFD579CD4C5,3106200023000,225170,S,10301,,06/09/2022,"",,,,"",,1,,06/09/2022,SMSAS,
310620,991,225606,2A72117B663D10AB,3106200023000,515105,S,10202,,03/10/2022,"",,,,"",,1,,05/10/2022,SMSAS,
310620,486,225592,82DAF645BA3FF755,3106200023000,515105,S,10202,,03/10/2022,"",,,,"",,1,,05/10/2022,SMSAS,
310620,486,225592,F0B63AF8A739D36A,3106200023000,515105,S,10202,,03/10/2022,"",,,,"",,1,,05/10/2022,SMSAS,
310620,487,225584,A6A206956CB52D7B,3106200023000,515105,S,10202,,03/10/2022,"",,,,"",,1,,05/10/2022,SMSAS,
310620,487,225584,DC8B6C3E7992F2B9,3106200023000,515105,S,10202,,03/10/2022,"",,,,"",,1,,05/10/2022,SMSAS,
310620,487,225584,02D440804AB3DBFB,3106200023000,322245,S,10301,,14/12/2022,"",,,,"",,1,,19/12/2022,SMSAS,
310620,2,1756184,9D8A18DD549B23E8,3106200023000,223293,S,10301,,08/06/2022,"",,,,"",,1,,13/06/2022,SMSAS,
310620,991,225606,7FBEEA19BB25221A,3106200023000,515105,S,10202,,07/06/2022,"",,,,"",,1,,13/06/2022,SMSAS,
310620,1,1755935,D490B3ECC617A610,3106200023000,322430,S,10301,,22/05/2020,22/08/2022,,,,"",,1,,24/08/2022,SMSAS,
310620,1,1755935,7CA6383D07D36EEA,3106200023000,322425,S,10101,,22/05/2020,"",,,,"",,1,,25/05/2020,SMSAS,
310620,991,225606,60A90804B42166F7,3106200023000,322245,S,10301,,09/12/2022,"",,,,"",,1,,13/12/2022,SMSAS,
310620,486,225592,A4FA09938332F71D,3106200023000,223565,S,10301,,08/08/2022,"",,,,"",,1,,11/08/2022,SMSAS,
310620,991,225606,6D531DA07CD92873,3106200023000,225170,S,10301,,14/12/2022,"",,,,"",,1,,19/12/2022,SMSAS,
310620,1,1755935,B4D6C4B15521B064,3106200023000,223293,S,10301,,03/11/2021,"",,,,"",,1,,01/12/2021,SMSAS,
310620,2,1756184,DB9FF094AF998390,3106200023000,322430,S,10101,,22/05/2020,"",,,,"",,1,,25/05/2020,SMSAS,
310620,991,225606,00218620CC02E70D,3106200023000,322250,S,10101,,19/11/2019,09/12/2022,,,,"",,1,,13/12/2022,SMSAS,
310620,991,225606,24931E0881D70BAC,3106200023000,223565,S,10101,,01/08/2007,"",,,,"",,1,,14/04/2014,SONIA,
310620,991,225606,D15BA689ADDCD046,3106200023000,515105,S,10202,,17/07/2019,"",,,,"",,1,,14/08/2019,SMSAS,
310620,991,225606,6A702E1BFFAD43BD,3106200023000,515105,S,10202,,01/04/2000,"",,,,"",,1,,14/04/2014,SONIA,
310620,486,225592,406B45075FE776C0,3106200023000,515105,S,10202,,01/04/2000,"",,,,"",,1,,14/04/2014,SONIA,
310620,486,225592,147437537A414702,3106200023000,515105,S,10202,,01/04/2000,"",,,,"",,1,,14/04/2014,SONIA,
310620,486,225592,2A01560C15572800,3106200023000,225142,S,10101,,19/07/2004,09/11/2022,,,,"",,1,,18/11/2022,SMSAS,
310620,486,225592,11E99F880F65786D,3106200023000,322250,S,10101,,29/11/2003,"",,,,"",,1,,14/04/2014,SONIA,
310620,487,225584,08F615B542D0C9D7,3106200023000,515105,S,10202,,01/04/2000,"",,,,"",,1,,14/04/2014,SONIA,
310620,487,225584,0CBA56082DD3C929,3106200023000,223565,S,10101,,17/07/2006,"",,,,"",,1,,14/04/2014,SONIA,
310620,487,225584,8347E535DB3ACA08,3106200023000,515105,S,10202,,10/01/2020,"",,,,"",,1,,14/01/2020,CARINA,
310620,487,225584,2F56541F345B8A35,3106200023000,322250,S,10101,,11/11/2019,14/12/2022,,,,"",,1,,19/12/2022,SMSAS,
310620,1,1755935,32B49FC8F2872B12,3106200023000,322425,S,10101,,22/08/2022,"",,,,"",,1,,24/08/2022,SMSAS,
310620,1,1646257,D0B7874A276AC120,3106200023019,223710,S,10101,,29/08/2022,"",,,,"",,1,,20/09/2022,SMSAS,
310620,1170,1559877,5D76CFFC9864A7A8,3106200023019,225170,S,10301,,01/08/2022,"",,,,"",,1,,05/08/2022,SMSAS,
310620,1157,225630,E1B41F7481C0EC31,3106200023019,322245,S,10301,,10/11/2021,01/11/2022,,,,"",,1,,03/11/2022,SMSAS,
310620,1,1759582,35B6A93D77D6D0A8,3106200023019,322430,S,10101,,21/06/2021,"",,,,"",,1,,25/06/2021,SMSAS,
310620,997,225649,ED2A5A85F0C1BD08,3106200023019,225170,S,10301,,15/09/2022,"",,,,"",,1,,03/10/2022,SMSAS,
310620,1157,225630,5DED738FE4E63D8E,3106200023019,515105,S,10202,,16/02/2016,"",,,,"",,1,,18/06/2021,SMSAS,
310620,519,225614,4291E3652892615E,3106200023019,225170,S,10301,,25/08/2022,"",,,,"",,1,,29/08/2022,SMSAS,
310620,2,1759612,D665641F4154C0D1,3106200023019,322425,S,10301,,05/08/2022,"",,,,"",,1,,09/08/2022,SMSAS,
310620,1157,225630,738F69A9BF8D7934,3106200023019,225170,S,10101,,05/08/2022,"",,,,"",,1,,11/08/2022,SMSAS,
310620,1,1646257,23C107DBB8867E27,3106200023019,223710,S,10101,,06/09/2022,"",,,,"",,1,,12/09/2022,SMSAS,
310620,1,1646257,07C0D7B31D7FA119,3106200023019,251510,S,10301,,17/02/2022,"",,,,"",,1,,21/02/2022,SMSAS,
310620,1,1646257,344B19EA91BC95EB,3106200023019,223405,S,10101,,16/01/2018,"",,,,"",,1,,22/01/2018,SMSAS,
310620,1,1646257,4113BAF70022BB89,3106200023019,223605,S,10101,,16/01/2018,"",,,,"",,1,,22/01/2018,SMSAS,
310620,1,1646257,A3D39E081668A93F,3106200023019,223810,S,10101,,09/02/2018,"",,,,"",,1,,25/04/2018,GERGETRNE,
310620,1,1646257,CEBA1FA8A24609DD,3106200023019,223710,S,10301,,16/08/2021,17/09/2022,,,,"",,1,,20/09/2022,SMSAS,
310620,1,1646257,3C65DC82C3237E6C,3106200023019,224140,S,10101,,21/01/2020,"",,,,"",,1,,27/01/2020,CARINA,
310620,1,1759582,F8909422A4D329A4,3106200023019,223293,S,10101,,22/05/2020,"",,,,"",,1,,25/05/2020,SMSAS,
310620,2,1759612,D834C4CFE210B327,3106200023019,322430,S,10301,,22/12/2022,"",,,,"",,1,,26/12/2022,SMSAS,
310620,997,225649,0E43512EE364F0E2,3106200023019,515105,S,10202,,30/05/2019,"",,,,"",,1,,18/06/2019,SMSAS,
310620,997,225649,9F4DBBCC019C88D7,3106200023019,515105,S,10202,,30/05/2019,"",,,,"",,1,,18/06/2019,SMSAS,
310620,997,225649,F106D64D19D50494,3106200023019,223565,S,10101,,30/05/2019,"",,,,"",,1,,18/06/2019,SMSAS,
310620,997,225649,2F5DCD98C14E59BC,3106200023019,322250,S,10101,,30/05/2019,"",,,,"",,1,,18/06/2019,SMSAS,
310620,997,225649,4FB66E8F22F82E5A,3106200023019,515105,S,10202,,30/05/2019,"",,,,"",,1,,18/06/2019,SMSAS,
310620,997,225649,44E3A26275BE75D5,3106200023019,515105,S,10202,,30/05/2019,"",,,,"",,1,,18/06/2019,SMSAS,
310620,1157,225630,93DA974995B0FD90,3106200023019,515105,S,10202,,16/08/2018,"",,,,"",,1,,03/09/2018,GERGETRNE,
310620,1157,225630,4D62C134B81C946E,3106200023019,515105,S,10202,,17/08/2018,"",,,,"",,1,,03/09/2018,GERGETRNE,
310620,1157,225630,5E6165038C32C711,3106200023019,515105,S,10202,,28/08/2018,"",,,,"",,1,,11/09/2018,GERGETRNE,
310620,1157,225630,33A0D4F38CB2D60F,3106200023019,223565,S,10101,,14/08/2020,"",,,,"",,1,,17/08/2020,SMSAS,
310620,1170,1559877,493070FF2BD1181A,3106200023019,322245,S,10101,,22/11/2017,"",,,,"",,1,,11/12/2019,SMSAS,
310620,1170,1559877,58B2BC3B0DA6FFC5,3106200023019,515105,S,10202,,13/09/2018,"",,,,"",,1,,13/09/2018,GERGETRNE,
310620,1170,1559877,32C388DD0E2F3B1E,3106200023019,515105,S,10202,,05/12/2018,"",,,,"",,1,,18/12/2018,GERGETRNE,
310620,1170,1559877,5F1F8530824A5D3F,3106200023019,515105,S,10202,,25/10/2017,"",,,,"",,1,,09/11/2017,GERGETRNE,
310620,1170,1559877,66E9406B3E1A2FCF,3106200023019,223565,S,10101,,25/10/2017,"",,,,"",,1,,09/11/2017,GERGETRNE,
310620,518,225622,D095105234D344FD,3106200023019,322250,S,10101,,24/05/2013,"",,,,"",,1,,10/12/2019,SMSAS,
310620,518,225622,B2CF6DD164ED7C08,3106200023019,515105,S,10202,,29/03/2010,"",,,,"",,1,,23/06/2014,GERGETRNE,
310620,518,225622,B0E3B69870D54820,3106200023019,515105,S,10202,,11/07/2018,"",,,,"",,1,,20/07/2018,GERGETRNE,
310620,518,225622,ED00653D9A1E368F,3106200023019,223565,S,10301,,12/05/2021,"",,,,"",,1,,13/05/2021,SMSAS,
310620,518,225622,63F8E3D6FE318B22,3106200023019,515105,S,10202,,16/08/2018,"",,,,"",,1,,03/09/2018,GERGETRNE,
310620,518,225622,FCECC4D68B3DBA66,3106200023019,515105,S,10202,,28/09/2010,"",,,,"",,1,,23/06/2014,GERGETRNE,
310620,519,225614,ABDD9081050FCEF6,3106200023019,515105,S,10202,,21/08/2019,"",,,,"",,1,,22/08/2019,SMSAS,
310620,519,225614,23CC30529FA30624,3106200023019,515105,S,10202,,21/08/2019,"",,,,"",,1,,22/08/2019,SMSAS,
310620,519,225614,6F418B289E2B6A53,3106200023019,515105,S,10202,,21/08/2019,"",,,,"",,1,,22/08/2019,SMSAS,
310620,519,225614,557F514100A3DB76,3106200023019,223565,S,10101,,21/08/2019,"",,,,"",,1,,22/08/2019,SMSAS,
310620,519,225614,9DBA4D43C98F5BA4,3106200023019,515105,S,10202,,21/08/2019,"",,,,"",,1,,22/08/2019,SMSAS,
310620,519,225614,EA1AFF7E6094FBAA,3106200023019,225170,S,10301,,16/02/2022,11/08/2022,,,,"",,1,,17/08/2022,SMSAS,
310620,519,225614,4B93F26C88A1E469,3106200023019,322250,S,10101,,30/06/2021,"",,,,"",,1,,12/07/2021,SMSAS,
310620,1157,225630,A99250E4C1353EFB,3106200023019,515105,S,10202,,25/11/2022,"",,,,"",,1,,28/11/2022,SMSAS,
310620,1157,225630,4C6F8348CAC2278D,3106200023019,322245,S,10101,,01/11/2022,"",,,,"",,1,,03/11/2022,SMSAS,
310620,518,225622,34BE3C3451DD3141,3106200023019,225170,S,10301,,09/08/2022,"",,,,"",,1,,16/08/2022,SMSAS,
310620,2,1759612,A5B1FE3D7F5FBFAF,3106200023019,223293,S,10301,,27/04/2022,"",,,,"",,1,,28/04/2022,SMSAS,
310620,468,225657,FCB1C7EE5D5DCBA3,3106200023035,225170,S,10301,,08/11/2021,20/12/2022,,,,"",,1,,27/12/2022,SMSAS,
310620,1,1761536,1A1FEF1B128AEBF7,3106200023035,223293,S,10301,,29/12/2022,"",,,,"",,1,,03/01/2023,SMSAS,
310620,1,1761536,4D40F8867F247122,3106200023035,322430,S,10301,,06/09/2022,"",,,,"",,1,,12/09/2022,SMSAS,
310620,860,225665,214FBA1B5A0C69F7,3106200023035,223565,S,10301,,14/07/2022,"",,,,"",,1,,19/07/2022,SMSAS,
310620,2,1761552,727E902AAEE0FE48,3106200023035,322430,S,10301,,20/04/2021,"",,,,"",,1,,22/04/2021,SMSAS,
310620,468,225657,5AB16A89371435B2,3106200023035,223565,S,10101,,20/04/2021,"",,,,"",,1,,22/04/2021,SMSAS,
310620,860,225665,D113696F0D706A64,3106200023035,225170,S,10301,,01/09/2022,07/12/2022,,,,"",,1,,19/12/2022,SMSAS,
310620,1,1761536,16C818FA6552E16A,3106200023035,223293,S,10301,,26/07/2022,28/12/2022,,,,"",,1,,03/01/2023,SMSAS,
310620,860,225665,C54ADF95D05DDFDE,3106200023035,225170,S,10301,,13/12/2022,"",,,,"",,1,,19/12/2022,SMSAS,
310620,1216,1666525,E4F82B9CFDC69F7F,3106200023035,223565,S,10301,,01/07/2022,09/12/2022,,,,"",,1,,19/12/2022,SMSAS,
310620,2,1761552,CBD0BD5511C70315,3106200023035,322425,S,10301,,22/05/2020,"",,,,"",,1,,25/05/2020,SMSAS,
310620,2,1761552,476CBAABE4AD9E99,3106200023035,223293,S,10101,,22/05/2020,"",,,,"",,1,,25/05/2020,SMSAS,
